Geneid	RB_0d-1	RB_0d-2	RB_0d-3	SB_0d-1	SB_0d-2	SB_0d-3	RB_28d-1	RB_28d-2	RB_28d-3	SB_28d-1	SB_28d-2	SB_28d-3	RB_7d-1	RB_7d-2	RB_7d-3	SB_7d-1	SB_7d-2	SB_7d-3
PLBR_LOCUS7614	0.000	0.045	0.000	0.000	0.042	0.036	2.483	3.959	0.702	50.185	54.740	52.981	0.000	0.047	0.044	0.679	3.723	0.090
PLBR_LOCUS7615	0.000	0.000	0.000	0.000	0.119	0.051	8.704	8.790	2.357	188.190	208.226	165.956	0.064	0.067	0.188	0.967	16.447	0.000
PLBR_LOCUS7616	0.000	0.000	0.000	0.000	0.000	0.000	0.213	0.047	0.000	0.322	2.101	0.369	0.000	0.000	0.343	0.000	0.000	0.000
PLBR_LOCUS7617	0.017	0.020	0.000	0.039	0.000	0.000	1.704	2.077	0.340	51.410	56.958	50.290	0.122	0.063	0.537	0.613	1.892	0.000
PLBR_LOCUS7618	0.023	0.027	0.000	0.025	0.000	0.021	3.155	4.998	1.036	59.218	49.581	62.556	0.000	0.165	0.078	0.848	5.291	0.106
PLBR_LOCUS7619	0.000	0.000	0.024	0.000	0.047	0.020	2.617	4.209	0.935	93.872	109.886	103.408	0.025	0.053	0.075	0.790	4.493	0.153
PLBR_LOCUS7620	0.000	0.000	0.000	0.000	0.000	0.000	0.391	0.027	0.000	1.956	1.904	0.961	0.028	0.000	0.194	0.025	0.053	0.000
PLBR_LOCUS7621	0.000	0.000	0.000	0.000	0.000	0.000	0.813	0.091	0.000	0.969	1.072	0.940	0.256	0.033	0.438	0.142	0.090	0.000
PLBR_LOCUS7622	0.000	0.000	0.000	0.000	0.000	0.000	0.657	2.735	1.381	134.796	157.473	96.245	0.000	0.214	0.000	0.733	10.289	0.000
PLBR_LOCUS7623	0.000	0.000	0.000	0.000	0.000	0.000	0.134	0.140	0.024	3.223	2.410	2.053	0.042	0.000	0.083	0.019	0.099	0.000
PLBR_LOCUS7624	0.082	0.000	0.046	0.046	0.089	0.192	5.824	9.519	2.254	166.441	234.396	168.783	0.000	0.250	0.189	1.495	8.962	0.145
PLBR_LOCUS7625	0.000	0.015	0.000	0.028	0.000	0.012	1.552	2.613	0.428	23.688	23.523	21.114	0.000	0.000	0.058	0.485	1.417	0.015
PLBR_LOCUS7626	0.000	0.087	0.000	0.028	0.000	0.000	1.014	1.889	0.420	47.108	57.897	48.705	0.029	0.090	0.000	0.745	2.259	0.058
PLBR_LOCUS7627	0.056	0.013	0.013	0.050	0.000	0.010	2.012	3.190	0.705	34.888	44.288	52.409	0.066	0.178	0.039	0.351	2.303	0.053
PLBR_LOCUS7628	0.000	0.000	0.080	0.000	0.000	0.000	1.321	1.884	0.092	48.362	77.609	57.608	0.000	0.000	0.081	0.295	2.886	0.083
PLBR_LOCUS7629	0.000	0.000	0.000	0.000	0.000	0.000	0.283	0.028	0.000	1.036	0.895	0.589	0.030	0.000	0.145	0.000	0.000	0.000
PLBR_LOCUS7630	0.000	0.110	0.106	0.000	0.000	0.000	1.867	4.473	0.613	50.553	47.697	68.907	0.000	0.114	0.000	0.390	5.376	0.000
PLBR_LOCUS7631	0.000	0.000	0.000	0.000	0.000	0.000	0.279	0.025	0.000	0.436	0.221	0.194	0.106	0.000	0.077	0.000	0.000	0.000
PLBR_LOCUS7632	0.040	0.000	0.000	0.044	0.000	0.000	0.497	0.841	0.417	40.974	67.000	42.052	0.047	0.049	0.046	0.042	0.616	0.188
PLBR_LOCUS7633	0.000	0.000	0.000	0.000	0.000	0.000	0.868	1.327	0.261	61.792	81.683	35.889	0.000	0.000	0.000	0.104	1.538	0.000
PLBR_LOCUS7634	0.000	0.000	0.000	0.000	0.000	0.000	0.637	1.007	0.183	23.134	21.315	25.861	0.027	0.028	0.000	0.436	0.975	0.137
PLBR_LOCUS7635	0.070	0.244	0.000	0.000	0.000	0.000	2.768	3.547	0.545	56.356	70.093	77.124	0.000	0.000	0.000	0.723	2.835	0.000
PLBR_LOCUS7636	0.000	0.050	0.000	0.000	0.000	0.000	1.578	1.500	0.331	48.936	57.460	46.490	0.099	0.103	0.291	0.660	3.494	0.099
PLBR_LOCUS7637	0.000	0.000	0.000	0.000	0.000	0.000	0.459	0.082	0.000	36.955	50.328	18.840	0.000	0.000	0.508	0.153	1.625	0.087
PLBR_LOCUS7638	0.077	0.000	0.000	0.000	0.000	0.000	2.096	2.633	0.300	99.962	114.111	115.423	0.180	0.093	0.000	0.717	4.389	0.180
PLBR_LOCUS7639	0.000	0.000	0.000	0.000	0.000	0.038	0.922	1.370	0.430	25.785	47.301	26.693	0.000	0.050	0.000	0.129	1.679	0.000
PLBR_LOCUS7640	0.062	0.000	0.000	0.205	0.067	0.057	2.519	3.947	1.043	81.752	124.389	73.259	0.216	0.075	0.070	0.830	4.261	0.000
PLBR_LOCUS7641	0.065	0.076	0.000	0.145	0.000	0.000	0.323	1.873	0.425	69.327	94.124	134.150	0.000	0.079	0.075	0.068	4.225	0.229
PLBR_LOCUS7642	0.039	0.000	0.000	0.000	0.000	0.000	1.890	2.937	0.611	42.990	56.390	48.617	0.000	0.047	0.045	0.486	2.704	0.000
PLBR_LOCUS7643	0.000	0.000	0.000	0.000	0.000	0.000	0.816	1.455	0.572	36.648	37.957	31.238	0.000	0.000	0.000	0.341	3.012	0.000
PLBR_LOCUS7644	0.047	0.000	0.052	0.052	0.000	0.000	4.324	6.066	0.969	98.773	101.162	115.115	0.000	0.113	0.053	1.061	5.568	0.163
PLBR_LOCUS7645	0.000	0.000	0.000	0.000	0.000	0.000	0.249	0.074	0.000	9.190	10.940	7.072	0.078	0.081	0.000	0.000	0.000	0.000
PLBR_LOCUS7646	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.113	0.000	7.119	30.483	8.158	0.000	0.124	0.000	0.000	0.000	0.119
PLBR_LOCUS7647	0.000	0.000	0.000	0.000	0.000	0.000	1.636	2.805	0.441	39.409	36.590	41.053	0.000	0.041	0.077	0.491	1.784	0.277
PLBR_LOCUS7648	0.000	0.000	0.000	0.000	0.082	0.000	1.981	3.533	0.694	83.226	76.838	81.647	0.000	0.277	0.000	0.552	7.941	0.000
PLBR_LOCUS7649	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.431	0.000	5.510	4.073	4.357	0.000	0.000	0.223	0.000	0.071	0.000
PLBR_LOCUS7650	0.000	0.000	0.000	0.000	0.000	0.000	0.867	1.340	0.061	11.324	20.438	18.419	0.000	0.057	0.053	0.193	0.717	0.000
PLBR_LOCUS7651	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.038	0.271	14.146	22.895	5.426	0.000	0.000	0.000	0.072	0.038	0.000
PLBR_LOCUS7652	0.000	0.000	0.000	0.000	0.061	0.000	2.395	4.709	0.518	122.170	146.002	106.785	0.067	0.138	0.000	0.707	5.054	0.000
PLBR_LOCUS7653	0.000	0.064	0.000	0.000	0.059	0.000	3.575	5.352	1.063	102.521	125.069	99.612	0.000	0.132	0.062	1.636	8.487	0.064
PLBR_LOCUS7654	0.000	0.069	0.000	0.000	0.000	0.000	1.388	2.604	0.614	74.232	79.170	65.431	0.138	0.000	0.135	0.428	3.559	0.069
PLBR_LOCUS7655	0.000	0.000	0.000	0.000	0.000	0.000	0.962	1.286	0.253	29.798	52.669	24.031	0.000	0.000	0.111	0.201	1.598	0.000
PLBR_LOCUS7656	0.015	0.000	0.000	0.000	0.000	0.000	0.479	0.673	0.174	18.762	26.117	25.426	0.000	0.000	0.051	0.031	0.375	0.017
PLBR_LOCUS7657	0.000	0.000	0.000	0.000	0.000	0.000	0.647	1.441	0.543	55.014	77.190	37.643	0.061	0.000	0.060	0.162	2.291	0.061
PLBR_LOCUS7658	0.000	0.000	0.048	0.048	0.046	0.000	5.863	10.025	2.072	148.655	169.820	138.580	0.101	0.156	0.147	1.203	7.650	0.101
PLBR_LOCUS7659	0.000	0.000	0.000	0.000	0.000	0.000	0.681	0.038	0.045	0.904	1.802	0.975	0.000	0.000	0.275	0.267	0.000	0.020
PLBR_LOCUS7660	0.000	0.000	0.000	0.000	0.000	0.000	0.140	0.042	0.000	0.932	0.925	1.088	0.000	0.000	0.000	0.020	0.145	0.000
PLBR_LOCUS7661	0.000	0.000	0.000	0.000	0.000	0.061	1.960	2.985	0.558	37.959	42.255	46.606	0.000	0.200	0.000	0.580	2.641	0.077
PLBR_LOCUS7662	0.000	0.000	0.000	0.000	0.000	0.000	1.895	3.214	0.291	46.815	44.454	50.514	0.000	0.181	0.000	0.657	2.887	0.000
PLBR_LOCUS7663	0.000	0.000	0.000	0.000	0.000	0.039	0.000	0.046	0.000	1.871	4.574	6.583	0.000	0.025	0.047	0.043	0.023	0.000
PLBR_LOCUS7664	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.293	0.949	6.981	0.000	0.000	0.028	0.000	0.000	0.029
PLBR_LOCUS7665	0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.072	0.000	1.950	5.042	12.922	0.000	0.052	0.025	0.000	0.000	0.025
PLBR_LOCUS7666	0.061	0.178	0.000	0.000	0.033	0.000	2.271	2.868	0.278	45.783	46.684	52.714	0.036	0.074	0.279	0.696	2.783	0.036
PLBR_LOCUS7667	0.000	0.000	0.072	0.000	0.000	0.000	1.193	1.701	0.835	88.741	140.008	74.987	0.075	0.233	0.147	0.266	4.861	0.150
PLBR_LOCUS7668	0.000	0.000	0.117	0.000	0.000	0.000	1.929	0.229	0.180	12.184	21.591	10.412	1.984	0.084	1.740	0.323	0.456	0.081
PLBR_LOCUS7669	0.000	0.000	0.111	0.055	0.053	0.000	2.137	2.667	0.962	89.560	118.311	70.031	0.000	0.119	0.000	0.970	3.516	0.231
PLBR_LOCUS7670	0.000	0.000	0.000	0.000	0.000	0.000	0.449	0.175	0.000	3.967	5.197	3.782	0.027	0.082	0.078	0.000	0.025	0.000
PLBR_LOCUS7671	0.000	0.000	0.000	0.000	0.000	0.000	1.387	0.000	0.190	12.384	16.068	3.473	0.057	0.000	0.278	0.403	0.053	0.000
PLBR_LOCUS7672	0.000	0.000	0.000	0.000	0.092	0.159	4.648	7.628	1.443	152.499	140.156	137.819	0.000	0.103	0.000	2.032	15.162	0.299
PLBR_LOCUS7673	0.000	0.000	0.000	0.047	0.091	0.158	5.612	9.257	2.039	181.456	228.273	137.169	0.000	0.257	0.000	1.886	11.709	0.297
PLBR_LOCUS7674	0.000	0.000	0.000	0.000	0.017	0.000	0.582	0.674	0.244	17.053	28.117	15.366	0.128	0.057	0.340	0.178	0.739	0.000
PLBR_LOCUS7675	0.091	0.106	0.000	0.000	0.000	0.000	2.656	4.357	0.653	47.956	60.512	68.970	0.107	0.083	0.078	0.921	2.078	0.107
PLBR_LOCUS7676	0.000	0.000	0.000	0.139	0.000	0.000	1.087	1.869	0.000	50.857	73.967	49.134	0.220	0.000	0.143	0.195	1.169	0.147
PLBR_LOCUS7677	0.000	0.000	0.020	0.000	0.000	0.000	1.126	2.441	0.580	22.004	20.428	20.580	0.021	0.043	0.102	0.480	1.037	0.021
PLBR_LOCUS7678	0.000	0.000	0.081	0.000	0.000	0.000	4.213	8.270	1.978	100.424	93.513	105.213	0.000	0.044	0.124	1.349	9.649	0.296
PLBR_LOCUS7679	0.000	0.000	0.017	0.017	0.000	0.042	3.290	5.049	0.727	43.146	53.439	52.843	0.000	0.055	0.034	0.985	2.981	0.088
PLBR_LOCUS7680	0.000	0.000	0.000	0.000	0.000	0.000	0.100	0.044	0.000	1.381	1.850	3.041	0.000	0.000	0.046	0.042	0.221	0.000
PLBR_LOCUS7681	0.000	0.085	0.000	0.000	0.157	0.000	2.971	7.305	1.703	179.060	186.385	145.527	0.170	0.088	0.083	0.377	7.659	0.085
PLBR_LOCUS7682	0.068	0.000	0.000	0.000	0.000	0.000	3.894	6.382	1.012	88.626	92.986	95.295	0.040	0.205	0.000	0.980	4.748	0.158
PLBR_LOCUS7683	0.000	0.042	0.041	0.000	0.000	0.034	2.151	3.596	0.753	38.756	35.719	43.976	0.000	0.044	0.000	0.525	3.097	0.000
PLBR_LOCUS7684	0.021	0.000	0.000	0.024	0.000	0.000	0.952	1.249	0.250	19.217	20.628	30.340	0.000	0.026	0.024	0.155	1.382	0.025
PLBR_LOCUS7685	0.000	0.000	0.000	0.000	0.000	0.000	1.096	2.135	0.362	24.647	27.416	30.960	0.015	0.015	0.029	0.314	1.859	0.089
PLBR_LOCUS7686	0.000	0.000	0.000	0.000	0.000	0.000	2.180	2.868	0.218	24.551	16.084	37.235	0.000	0.000	0.000	1.128	3.862	0.196
PLBR_LOCUS7687	0.000	0.000	0.023	0.023	0.000	0.019	0.894	0.843	0.161	41.057	67.617	30.825	0.169	0.025	0.448	0.128	0.973	0.072
PLBR_LOCUS7688	0.308	0.138	0.266	0.289	0.307	0.066	114.585	183.421	24.762	884.564	900.607	1011.079	0.500	1.812	1.274	52.573	105.634	2.471
PLBR_LOCUS7689	0.000	0.076	0.000	0.000	0.000	0.121	11.638	26.009	3.991	152.520	182.496	170.435	0.000	0.633	0.149	3.042	20.980	0.535
PLBR_LOCUS7690	0.000	0.000	0.000	0.000	0.000	0.000	0.124	1.219	0.000	2.908	1.572	2.415	0.117	0.000	0.000	0.208	0.440	0.000
PLBR_LOCUS7691	0.000	0.000	0.027	0.027	0.000	0.000	1.542	2.937	0.413	30.620	29.518	26.033	0.000	0.000	0.000	0.455	3.294	0.029
PLBR_LOCUS7692	0.000	0.000	0.000	0.142	0.139	0.000	2.226	6.522	2.172	143.584	151.513	151.409	0.150	0.311	0.293	0.532	10.708	0.000
PLBR_LOCUS7693	0.221	0.000	0.000	0.000	0.119	0.103	3.560	8.912	2.733	323.224	405.810	259.809	0.129	0.536	0.253	0.916	13.346	0.129
PLBR_LOCUS7694	0.000	0.000	0.000	0.000	0.000	0.000	1.275	0.455	0.089	17.160	22.715	14.864	0.482	0.000	0.784	0.284	0.602	0.080
PLBR_LOCUS7695	0.000	0.000	0.000	0.000	0.000	0.000	2.199	3.888	0.810	44.745	42.940	42.266	0.000	0.055	0.052	0.770	2.365	0.036
PLBR_LOCUS7696	0.109	0.000	0.000	0.000	0.000	0.000	0.813	1.148	0.142	21.197	21.699	32.071	0.000	0.000	0.000	0.113	2.041	0.000
PLBR_LOCUS7697	0.000	0.000	0.000	0.020	0.000	0.000	0.219	0.039	0.000	2.860	12.100	3.322	0.083	0.021	0.040	0.055	0.000	0.000
PLBR_LOCUS7698	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.060	0.000	0.000	0.961	5.670	0.128	0.066	0.000	0.000	0.000	0.000
PLBR_LOCUS7699	0.000	0.000	0.000	0.000	0.000	0.000	0.225	0.000	0.000	1.460	13.282	0.858	0.053	0.000	0.000	0.141	0.000	0.000
PLBR_LOCUS7700	0.091	0.000	0.000	0.000	0.000	0.000	0.283	0.756	0.059	18.458	25.733	24.114	0.000	0.055	0.052	0.000	0.551	0.000
PLBR_LOCUS7701	0.000	0.032	0.000	0.000	0.000	0.000	3.044	0.302	0.036	1.553	2.086	2.957	2.077	0.000	2.496	1.075	0.090	0.032
PLBR_LOCUS7702	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.187	1.460	2.398	0.000	0.000	0.000	0.050	0.053	0.000
PLBR_LOCUS7703	0.000	0.164	0.000	0.156	0.000	0.000	5.933	12.290	3.483	382.108	445.942	266.539	0.330	0.683	0.161	1.751	25.666	0.495
PLBR_LOCUS7704	0.000	0.000	0.000	0.000	0.040	0.000	0.046	0.000	0.048	3.078	3.745	1.549	0.000	0.000	0.000	0.000	0.000	0.000
PLBR_LOCUS7705	0.000	0.000	0.000	0.000	0.000	0.000	1.855	3.063	0.433	21.909	23.523	30.086	0.000	0.000	0.000	0.575	2.557	0.000
PLBR_LOCUS7706	0.000	0.000	0.000	0.000	0.000	0.000	0.700	1.976	0.184	44.082	32.290	38.340	0.055	0.000	0.000	0.195	2.584	0.055
PLBR_LOCUS7707	0.000	0.000	0.000	0.000	0.000	0.000	1.180	2.151	0.275	27.993	29.814	23.711	0.025	0.026	0.000	0.307	1.603	0.074
PLBR_LOCUS7708	0.000	0.000	0.000	0.062	0.000	0.000	4.046	5.929	1.197	63.410	69.738	85.236	0.088	0.137	0.043	1.711	6.222	0.154
PLBR_LOCUS7709	0.067	0.117	0.000	0.000	0.000	0.062	3.514	6.523	1.390	117.351	131.236	107.293	0.117	0.162	0.114	1.176	7.582	0.117
PLBR_LOCUS7710	0.000	0.000	0.000	0.037	0.000	0.000	0.625	0.818	0.044	17.881	31.677	17.763	0.000	0.000	0.000	0.000	0.517	0.039
PLBR_LOCUS7711	0.000	0.000	0.000	0.000	0.000	0.000	0.307	0.046	0.054	6.551	7.311	1.808	0.048	0.000	0.189	0.043	0.000	0.000
PLBR_LOCUS7712	0.000	0.000	0.000	0.107	0.000	0.000	2.570	3.250	0.377	55.454	56.696	44.453	0.000	0.000	0.000	0.350	2.647	0.056
PLBR_LOCUS7713	0.000	0.000	0.000	0.000	0.000	0.078	0.835	2.374	0.329	64.743	87.727	71.960	0.049	0.051	0.048	0.306	2.961	0.000
PLBR_LOCUS7714	0.000	0.000	0.056	0.028	0.000	0.000	0.648	0.770	0.130	18.183	25.595	27.625	0.087	0.030	0.028	0.284	0.875	0.000
PLBR_LOCUS7715	0.000	0.000	0.039	0.038	0.000	0.000	0.256	0.418	0.134	12.178	19.700	9.044	0.000	0.083	0.000	0.036	0.302	0.000
PLBR_LOCUS7716	0.000	0.000	0.042	0.000	0.000	0.000	0.370	0.206	0.146	19.854	27.962	20.109	0.087	0.000	0.000	0.000	0.164	0.000
PLBR_LOCUS7717	0.000	0.000	0.000	0.145	0.000	0.049	0.975	1.332	0.512	78.284	102.539	66.212	0.000	0.127	0.060	0.190	0.979	0.000
PLBR_LOCUS7718	0.000	0.000	0.000	0.018	0.000	0.015	2.063	2.722	0.282	21.376	21.088	30.245	0.000	0.040	0.038	0.587	1.901	0.000
PLBR_LOCUS7719	0.000	0.067	0.000	0.191	0.000	0.053	4.414	3.110	0.524	85.681	109.478	78.104	2.018	0.139	1.576	1.012	3.847	0.067
PLBR_LOCUS7720	0.000	0.092	0.000	0.000	0.085	0.000	5.272	9.138	2.359	380.138	476.773	274.903	0.092	0.382	0.090	0.980	13.147	0.646
PLBR_LOCUS7721	0.000	0.000	0.000	0.000	0.000	0.000	0.286	0.340	0.400	59.597	126.840	27.038	0.090	0.000	0.088	0.000	0.422	0.000
PLBR_LOCUS7722	0.000	0.048	0.046	0.046	0.044	0.000	4.879	7.068	0.694	81.030	99.616	99.916	0.096	0.199	0.422	1.573	5.358	0.096
PLBR_LOCUS7723	0.000	0.031	0.030	0.030	0.029	0.025	3.871	7.435	0.803	62.402	62.234	82.624	0.031	0.146	0.153	1.056	3.783	0.204
PLBR_LOCUS7724	0.033	0.013	0.037	0.037	0.048	0.020	4.088	7.314	0.673	55.440	60.631	51.673	0.039	0.040	0.013	0.923	2.608	0.052
PLBR_LOCUS7725	0.000	0.000	0.000	0.011	0.031	0.009	0.524	0.456	0.050	15.994	19.835	14.452	0.034	0.023	0.077	0.080	0.496	0.034
PLBR_LOCUS7726	0.000	0.000	0.073	0.000	0.000	0.000	2.084	1.286	0.253	12.780	3.423	10.958	0.530	0.000	0.961	0.469	0.639	0.000
PLBR_LOCUS7727	0.132	0.077	0.000	0.000	0.000	0.000	4.337	6.711	1.547	134.992	183.603	109.814	0.309	0.240	0.226	1.232	8.772	0.696
PLBR_LOCUS7728	0.043	0.000	0.048	0.000	0.000	0.000	2.115	3.818	0.722	62.071	68.176	52.646	0.050	0.103	0.000	0.884	3.372	0.000
PLBR_LOCUS7729	0.020	0.047	0.000	0.000	0.022	0.019	2.398	3.964	0.525	28.769	35.377	31.223	0.047	0.171	0.092	0.689	1.660	0.142
PLBR_LOCUS7730	0.062	0.000	0.000	0.000	0.067	0.000	1.083	1.930	0.244	54.410	59.431	48.243	0.073	0.000	0.071	0.259	2.467	0.000
PLBR_LOCUS7731	0.047	0.000	0.000	0.104	0.000	0.000	3.364	5.532	0.609	90.861	96.667	110.721	0.000	0.284	0.054	1.067	6.166	0.274
PLBR_LOCUS7732	0.000	0.000	0.000	0.000	0.000	0.000	0.135	0.000	0.000	0.704	1.748	1.848	0.000	0.000	0.000	0.038	0.000	0.000
PLBR_LOCUS7733	0.000	0.000	0.000	0.000	0.000	0.000	0.225	0.000	0.000	0.195	0.624	0.469	0.000	0.000	0.000	0.000	0.000	0.000
PLBR_LOCUS7734	0.000	0.000	0.000	0.000	0.000	0.024	4.353	3.823	0.887	57.453	51.680	68.488	1.074	0.350	1.858	1.277	4.692	0.153
PLBR_LOCUS7735	0.070	0.000	0.079	0.000	0.000	0.000	1.651	0.852	0.456	28.227	33.655	30.684	0.574	0.000	1.362	0.654	0.616	0.000
PLBR_LOCUS7736	0.000	0.000	0.000	0.000	0.000	0.000	0.780	0.135	0.023	2.535	1.936	2.617	0.102	0.021	0.180	0.091	0.154	0.000
PLBR_LOCUS7737	0.000	0.000	0.000	0.000	0.000	0.000	0.746	0.943	0.109	13.439	13.526	16.706	0.000	0.061	0.134	0.052	1.010	0.000
PLBR_LOCUS7738	0.025	0.014	0.014	0.041	0.013	0.023	1.723	3.510	0.485	51.060	74.077	56.605	0.029	0.090	0.085	0.592	2.548	0.058
PLBR_LOCUS7739	0.000	0.111	0.214	0.000	0.000	0.000	1.889	3.474	0.248	142.321	221.547	118.815	0.112	0.000	0.000	0.296	6.172	0.000
PLBR_LOCUS7740	0.000	0.000	0.000	0.000	0.064	0.000	1.320	0.392	0.000	24.264	31.531	17.754	0.000	0.072	0.000	0.123	1.689	0.139
PLBR_LOCUS7741	0.026	0.000	0.000	0.029	0.000	0.024	2.772	4.345	0.569	44.663	47.001	53.454	0.000	0.062	0.000	0.746	2.710	0.000
PLBR_LOCUS7742	0.000	0.175	0.000	0.000	0.000	0.000	3.029	5.897	1.883	128.767	146.041	111.318	0.058	0.181	0.057	0.310	6.846	0.175
PLBR_LOCUS7743	0.000	0.000	0.000	0.000	0.000	0.215	3.572	4.968	1.351	159.848	181.561	106.697	0.000	0.280	0.000	0.239	9.115	0.540
PLBR_LOCUS7744	0.000	0.041	0.040	0.000	0.038	0.033	2.553	4.748	1.017	87.760	91.252	83.174	0.166	0.129	0.041	0.589	3.861	0.125
PLBR_LOCUS7745	0.000	0.000	0.000	0.000	0.000	0.000	1.214	2.005	0.063	23.759	25.377	30.254	0.000	0.136	0.000	0.366	1.199	0.056
PLBR_LOCUS7746	0.000	0.000	0.062	0.000	0.060	0.000	1.168	2.083	0.289	48.998	47.372	49.921	0.000	0.067	0.127	0.115	2.618	0.065
PLBR_LOCUS7747	0.000	0.039	0.038	0.037	0.000	0.063	5.568	9.406	0.968	94.902	86.233	131.147	0.119	0.041	0.039	1.261	7.122	0.079
PLBR_LOCUS7748	0.000	0.000	0.000	0.000	0.000	0.000	0.216	0.480	0.113	11.111	9.883	9.347	0.000	0.000	0.000	0.000	0.382	0.000
PLBR_LOCUS7749	0.078	0.000	0.000	0.000	0.000	0.000	4.329	6.517	0.910	106.271	122.221	119.152	0.000	0.094	0.089	1.850	7.755	0.000
PLBR_LOCUS7750	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.054	0.000	0.603	0.693	0.756	0.000	0.000	0.056	0.000	0.054	0.000
PLBR_LOCUS7751	0.000	0.000	0.054	0.000	0.000	0.000	7.111	7.884	1.067	79.738	71.201	70.867	0.677	0.175	1.158	2.149	7.412	0.056
PLBR_LOCUS7752	0.000	0.000	0.000	0.000	0.000	0.000	1.129	3.128	0.254	25.752	24.838	27.536	0.000	0.039	0.037	0.540	2.608	0.076
PLBR_LOCUS7753	0.021	0.050	0.048	0.165	0.046	0.059	13.656	21.293	4.293	219.501	228.160	250.761	0.050	0.181	0.219	5.358	22.072	0.399
PLBR_LOCUS7754	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.114	0.000	2.986	4.289	2.746	0.000	0.000	0.000	0.053	0.000	0.000
PLBR_LOCUS7755	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.115	0.000	6.031	6.624	3.846	0.000	0.000	0.000	0.000	0.343	0.000
PLBR_LOCUS7756	0.000	0.041	0.039	0.000	0.038	0.000	5.224	7.451	1.006	140.956	158.117	141.645	0.247	0.213	0.321	0.728	10.645	0.165
PLBR_LOCUS7757	0.332	0.145	0.093	0.277	0.045	0.155	39.748	55.310	10.602	799.821	843.850	702.216	0.486	1.209	0.237	12.057	60.670	1.119
PLBR_LOCUS7758	0.019	0.000	0.022	0.021	0.000	0.000	8.942	17.367	2.831	159.835	162.795	142.865	0.045	0.233	0.088	3.290	14.239	0.248
PLBR_LOCUS7759	0.038	0.000	0.000	0.000	0.000	0.012	1.983	1.197	0.377	42.642	52.428	61.140	0.192	0.137	0.519	0.640	1.508	0.118
PLBR_LOCUS7760	0.000	0.000	0.000	0.000	0.000	0.000	0.477	1.009	0.063	22.559	31.654	24.226	0.169	0.058	0.055	0.050	1.108	0.000
PLBR_LOCUS7761	0.000	0.000	0.000	0.000	0.080	0.000	1.009	2.044	0.289	84.401	110.300	117.748	0.000	0.000	0.085	0.307	5.282	0.000
PLBR_LOCUS7762	0.000	0.000	0.071	0.035	0.000	0.000	2.260	3.717	0.532	73.142	75.030	74.560	0.037	0.191	0.072	0.815	5.317	0.184
PLBR_LOCUS7763	0.000	0.000	0.000	0.000	0.048	0.000	0.000	0.000	0.000	5.885	57.385	7.944	0.052	0.054	0.000	0.000	0.000	0.052
PLBR_LOCUS7764	0.066	0.000	0.000	0.000	0.000	0.062	2.218	4.688	1.554	96.896	97.057	91.969	0.078	0.080	0.076	0.412	6.843	0.078
PLBR_LOCUS7765	0.000	0.000	0.000	0.000	0.000	0.000	2.618	8.316	1.633	142.650	144.593	112.710	0.000	0.080	0.075	1.437	8.119	0.155
PLBR_LOCUS7766	0.207	0.000	0.039	0.000	0.000	0.000	2.220	5.822	1.121	114.725	117.509	100.765	0.000	0.084	0.079	0.714	5.824	0.121
PLBR_LOCUS7767	0.000	0.000	0.000	0.000	0.000	0.000	0.813	0.155	0.000	2.491	2.755	2.378	0.055	0.000	0.188	0.000	0.077	0.000
PLBR_LOCUS7768	0.050	0.234	0.056	0.222	0.108	0.047	9.612	17.746	3.062	297.944	289.667	341.416	0.234	0.364	0.458	3.630	19.724	0.293
PLBR_LOCUS7769	0.000	0.000	0.000	0.000	0.000	0.043	2.785	4.610	1.313	91.934	89.639	90.741	0.054	0.167	0.052	0.998	5.387	0.215
PLBR_LOCUS7770	0.018	0.000	0.000	0.079	0.000	0.017	0.243	0.374	0.023	5.434	78.149	127.647	0.125	0.238	0.102	0.018	0.098	0.021
PLBR_LOCUS7771	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PLBR_LOCUS7772	0.048	0.226	0.054	0.107	0.052	0.045	3.416	7.320	1.889	257.340	270.077	220.402	0.283	0.411	0.055	0.652	11.205	0.170
PLBR_LOCUS7773	0.000	0.000	0.000	0.000	0.000	0.000	0.783	0.015	0.035	0.303	0.369	0.867	0.220	0.000	0.461	0.098	0.000	0.000
PLBR_LOCUS7774	0.000	0.000	0.000	0.000	0.000	0.000	2.291	3.137	0.645	28.945	17.322	30.761	0.000	0.100	0.000	0.547	3.045	0.077
PLBR_LOCUS7775	0.010	0.000	0.011	0.055	0.021	0.037	5.552	8.050	0.936	75.537	104.740	83.307	0.023	0.107	0.056	1.408	4.173	0.081
