Geneid	KQGRcry	MGGQcry	PL4mw	PL4snow	QTsnow1	QTsnow2	Qycry	QYice	QYmw	TGLcry	TGLmw
g932	42.168483	115.948616	0	16.714883	0	0	10.293926	21.469643	87.307312	1231.01656	0
g933	116.408876	655.85798	4.361121	68.761428	4.526022	0	637.129763	61.592615	210.076746	3309.88502	1.570254
g934	0	646.67701	6.06774	203.2978	0	0	16.068673	328.229544	612.856082	1807.82052	4.369471
g935	13.661159	1046.22664	0	12.860757	0	0	13.440589	10.433155	158.856327	1040.47889	0
g936	56.327306	44.586794	0	0	0	0	0	3.186496	58.066662	1475.70091	0
g937	2.548239	773.053597	0	4.797878	0	0	19.340454	5.189638	101.189241	952.05233	0
g938	0	0	0	0	0	0	125.335389	1.576469	13.789233	1154.22149	0
g939	0	868.338235	49.903911	36.882693	0	6.294054	27.532545	43.218788	494.348168	2093.15346	5.615087
g940	18.613648	729.329795	0	0	0	0	12.557566	9.476945	229.34008	1109.75879	0
g941	939.633368	250.969403	0	65.122499	0	0	0	0	0	1637.54756	18.506815
g942	0	332.244172	0	13.422956	0	3.435954	787.57961	45.371805	328.073578	1821.05543	0
g943	76.105035	99.584005	0	228.097695	0	26.948086	134.908251	204.020529	1348.78754	1457.89472	293.301123
g944	98.190849	391.398679	0	0	0	0	17.743864	3.570918	36.440254	691.023279	0
g945	506.233112	1044.54262	59.675271	13883.1016	356.107181	2447.35138	171.202272	10988.8761	2181.04818	4047.46677	27986.6512
g946	0	32.150723	0	0	0	0	1.522316	1.838179	36.17638	1700.5347	0
g947	5069.73967	8620.83737	6.366429	191.347382	19.821461	32.118246	1338.93836	108.575173	442.697539	3501.80635	1.14614
g948	965.058624	399.167424	26.950945	17.705554	4.661667	6.798293	128.865858	14.363446	101.206616	2956.38597	3.23463
g949	809.348386	289.721992	0	38.824407	0	0	28.982015	40.244755	270.39013	4898.68906	1.182139
g950	46.012526	109.265887	0	32.487503	0	0	26.67674	23.426798	405.555292	4023.24717	0.989191
g951	0	0	0	0	0	0	15.208908	0	10.708889	1929.78768	0
g952	83.462554	1014.21847	9.966758	98.215644	0	0	552.076665	58.429372	147.128111	2761.56938	0
g953	262.37047	448.744933	17.903549	3993.13898	130.063567	922.792931	68.484611	3144.77091	537.853536	1390.53343	9977.80898
g954	1256.97574	2984.93866	0	221.106648	0	5.589924	470.709003	362.431673	1310.67634	4706.07088	5.984297
g955	375.455899	990.162888	28.838858	12877.2418	452.680643	1938.65787	171.835776	9571.42119	1730.871	3133.11694	21090.4847
g956	3.272426	2687.47955	10.420793	6.161391	2.162964	0	16.09795	5.553738	167.594309	1281.09934	0.375208
g957	10.851435	622.748149	0	279.22787	0	3.486615	18.30211	373.851231	692.669403	2012.39003	4.976798
g958	0	0	0	0	0	1.687982	1.476773	0	33.794301	2449.91131	0
g959	0	171.620114	0	3.534337	0	1.80941	66.486307	0.955731	110.069351	950.556766	0
g960	37.16264	5182.48558	7.100497	129.445594	14.737956	111.046882	161.397859	204.346484	1155.74217	2501.48743	3.834881
g961	0	1174.05484	21.14845	0	0	0	0	9.392516	109.540681	1255.22122	2.538219
g962	2142.09435	386.598979	15.408198	0	0	0	1.700175	0	2.992816	1173.71051	0
g963	92.931646	2800.41222	0	12.067147	38.125678	9.266698	62.155197	3.263116	47.570312	1226.93791	0
g964	136.702016	924.568007	52.899312	254.127354	6.862439	442.009714	113.822051	458.129254	973.548088	2179.93357	20.237218
g965	12422.0441	9560.83849	0	203.090622	34.818589	48.359359	1404.63824	206.901814	1016.5891	15081.1315	6.039967
g966	1059.94172	114.411011	0	152.163308	0	0	221.497228	348.16663	496.028287	1109.83216	6.415093
g967	3.485553	153.127056	6.659688	6.562672	0	0	2.93938	10.647798	121.593377	2847.12976	0
g968	5.003294	66.089824	2.389892	14.13046	0	0	53.796029	4.457907	80.771044	2440.89116	1.290748
g969	65.175619	1433.68171	13.108221	12.917264	0	0	49.177275	10.478996	168.041238	1203.60549	0
g970	0	80.082265	0	0	0	0	104.774658	0	121.199948	1116.00164	0
g971	380.503011	2153.98871	66.091807	376.300877	15.242409	168.566944	144.233749	442.250361	1777.26147	3040.23025	179.798425
g972	113.326765	788.662094	6.014676	41.489387	0	9.103101	913.213689	58.500518	922.927237	2703.92102	1.082815
g973	95.995083	1397.30668	6.793091	6.694131	0	0	8.994778	14.481451	316.669943	2403.16887	0
g974	0	60.324463	0	4.159069	0	0	40.050648	1.124667	45.907698	2717.07773	0
g975	6419.75733	13050.6635	18.248361	47.953395	6.312786	0	1647.09607	61.594344	250.476292	925.811828	0
g976	4.31714	1892.75808	0	32.5136	0	0	43.687914	36.267438	265.958916	1174.25508	0
g977	0	0	0	0	0	0	3.16247	0	92.781523	2378.64342	0
g978	61.010168	0	0	40.542781	0	6.918651	3.026476	46.594037	255.720126	1619.87659	0
g979	6.413348	2570.02348	6.126847	0	0	0	14.873099	0	104.724393	1355.57127	0
g980	0	240.49247	0	0	0	0	15.26771	5.761118	120.940789	2821.76645	0
g981	4.782734	570.149174	1.827631	0	0	0	6.453276	6.574714	105.077166	949.42596	0
g982	123.018581	1352.15413	0	132.355395	0	0	832.900203	71.581289	237.402035	4090.48262	7.254007
g983	265.039276	493.895084	0	242.579875	0	21.28958	83.81572	196.790393	926.227804	1492.06423	173.469201
g984	43.665959	123.725194	0	14.948214	0	28.697872	61.930705	3.031646	110.489741	2065.86828	0
g985	190.273491	588.583936	0	889.342106	59.572612	83.659428	840.294933	1584.85351	2482.62731	1369.91426	264.66617
g986	0	245.579867	0	3.93358	0	0	25.106021	3.191076	97.692218	1974.53459	0
g987	18.94198	867.768039	0	0	0	0	15.973841	6.429408	77.326517	1075.80958	0
g988	353.674253	913.566975	4.475161	291.057917	9.288748	36.123065	63.206313	363.1204	752.756942	1383.29503	37.060255
g989	12.329578	10.646921	4.283194	4.220797	0	0	25.521328	4.565437	221.298028	2610.15837	0
g990	18.695952	669.994903	0	230.407374	3.370199	3.686171	42.999175	395.681243	885.589344	2011.8754	4.969331
g991	0.734367	47.085327	0	0	0	0	0.619295	0	10.901435	3044.64312	0
g992	0	2.669187	0	0	0	0	0	0	0	1763.06992	0
g993	0	0	0	0	0	0	0	0	9.956423	1489.19658	0
g994	601.078509	840.534471	0	605.847489	61.252844	24.81318	157.386073	452.168458	513.969053	1705.29258	2.656377
g995	244.094249	362.281436	5.181998	20.426032	0	0	37.738355	28.307776	285.85366	4502.34678	1.399363
g996	0	413.991555	1.680165	0	0	0	40.7865	0	5.221558	4635.62122	0
g997	0	0	0	0	0	0	0	0	0	1350.11602	0
g998	0	0	0	0	0	0	1.870976	3.388772	46.108676	2949.43291	0
g999	398.815737	3029.97518	0	10.147278	0	2.597459	9.089804	12.34781	32.001544	750.351626	0
g1000	817.823806	1006.38114	9.88974	8093.77788	289.949131	446.543537	54.562801	3758.0196	1043.0686	1409.3439	6316.99225
g1001	607.841169	861.126464	51.408936	10698.4759	356.493615	2397.85426	134.07909	10193.4044	2040.65884	3310.80428	23849.9369
g1002	376.263138	118.607733	12.724052	445.12354	72.628423	44.934445	61.776015	40.68753	168.059287	1633.7938	153.476575
g1003	70.206636	87.527794	0	0	0	0	14.801378	3.574498	127.668755	2969.84647	0
g1004	13.622906	895.698841	0	0	0	0	11.488246	6.068965	123.864318	957.899766	0
g1005	0	31.485105	0	0	0	0	2.630823	0	9.26207	2021.09199	0
g1006	295.855854	162.594427	0	219.634314	0	16.29597	145.420713	234.125046	1513.31662	1744.45674	358.217585
g1007	371.484866	98.960776	0	4.483586	0	0	100.408507	24.248416	360.567907	6851.45763	0
g1008	0	143.230629	0	203.396188	0	0	124.503169	218.170681	668.179205	1938.66941	143.679442
g1009	865.196224	2032.21323	689.002261	3131.34628	80.043413	731.510995	390.342701	5562.83944	9761.49536	4488.57896	6695.85739
g1010	2.073729	179.743538	3.962179	0	0	0	68.202531	0	132.370355	1080.36987	0
g1011	0	289.896597	0	0	0	0	0	0	10.659972	1161.04953	0
g1012	0	17.676546	6.321041	6.228957	0	0	30.689021	3.368784	78.577232	2889.93812	0
g1013	210.2626	517.430456	6.479665	210.713938	6.724671	42.496367	137.276297	213.242689	946.451927	1742.06363	232.721931
g1014	0	79.394424	0	152.127323	0	0	101.03054	100.006036	318.464727	1586.02773	0.95835
g1015	206.621268	499.241288	16.564276	16.322971	0	5.57105	19.495885	100.04946	356.055292	994.493699	7.952122
g1016	1.522226	210.563727	0	0	0	0	59.050139	0.775025	89.257883	1022.07525	0
g1017	417.070067	58.753477	0	6.654815	0	0	14.90325	1.79955	89.196191	1492.16701	0
g1018	537.605233	3600.83182	45.907396	142.78442	43.176672	9.40875	642.055245	186.172821	1075.59345	4946.17102	29.442819
g1019	263.841487	3.26325	0	10.349297	0	0	16.223848	16.791518	195.83191	2701.65929	0
g1020	4479.73766	3819.73867	14.170914	118.698041	0	39.320266	254.874997	3.776178	68.812293	5373.36363	0
g1021	0	183.786649	0	26.798788	0	0	63.0158	1.811686	126.7733	4065.21178	1.223969
g1022	0	34.960455	4.688129	0	0	0	4.138389	0.624632	32.781603	2741.21414	0
g1023	0	37.149625	4.598485	81.566917	4.772361	0	4.059257	147.657823	752.0644	1116.05395	3.311438
g1024	0	1792.88246	0	60.347452	0	0	48.051993	90.659705	206.178046	1223.57739	14.699845
g1025	263.39339	248.206326	5.325437	51.166612	0	0	153.36899	124.525141	662.008272	3559.81184	0
g1026	21.544964	0	1.680204	1.655727	0	0	3.707948	2.462517	13.706904	7465.54469	0
g1027	6.217169	605.320005	0	0	0	0	10.485922	3.165407	166.125205	1176.23781	0
g1028	0	645.428623	9.191226	294.363259	0	0	44.623941	386.97704	831.931472	1860.72871	8.273425
g1029	3.302921	2151.06395	3.155371	0	0	0	13.926826	3.363295	110.319189	1190.43525	2.27223
g1030	0	5223.27496	6.329195	0	0	0	33.522123	3.37313	211.448749	1480.3075	0
g1031	1560.7234	2670.49507	6.693611	178.094694	0	0	688.363973	290.738598	1003.7046	10754.23	0
g1032	9780.70919	1853.58592	1115.28799	30632.5664	121.129402	5250.36527	2620.105	48149.0648	21914.7236	7388.5081	58548.9358
g1033	506.020125	453.954905	0	30.24588	6.370711	15.484434	65.025313	11.450439	152.61864	4206.18487	0
g1034	11.461199	0	0	80.922691	5.681602	0	21.74686	13.129538	176.517815	0	1360.60028
g1035	102.582442	113.543488	169.423407	173.502556	6.895277	828.753606	89.440627	73.917003	1423.43261	232.31142	980.819164
g1036	10.627859	0	0	523.604249	28.098634	0	5.975008	174.95772	184.061492	3.977655	916.360656
g1037	91.095163	0	0	76.569583	0	0	8.230809	137.484023	441.904834	20.091046	512.538905
g1038	0	0	0	0	0	0	0	1.490891	21.734493	0	608.876935
g1039	6.189195	0	0	2.913286	0	0	26.096854	9.453492	569.634422	0	980.09905
g1040	3.815291	22.650415	0	43.101053	0	0	1.608724	163.171303	16.991013	6.425715	1704.75065
g1041	70.083871	10.148054	0	109.426403	0	87.326932	15.85663	125.323804	53.287321	59.497469	439.216753
g1042	0	0	0	21.500476	0	0	3.209976	10.659022	11.301034	6.410792	435.34499
g1043	83.762765	7.367086	0	122.663547	12.303196	59.807459	28.778219	26.062018	27.63178	10.449874	957.202351
g1044	34.11458	19.061611	3.834187	411.838159	7.958327	13.540268	32.153532	900.127157	134.052213	22.531685	5102.08577
g1045	4.115866	6.515961	6.990221	37.025094	151.43836	547.052015	105.284722	18.859953	48.200046	13.350412	589.107596
g1046	44.017555	0	0	124.31575	0	0	8.436401	212.90525	573.232641	26.957962	494.486086
g1047	20.592779	24.450822	0	161.552132	0	0	8.682983	114.456867	270.02871	146.43668	352.987203
g1048	190.930247	301.574599	180.727486	1718.28399	62.520356	979.296817	199.418748	8822.04358	1643.37126	334.348773	4325.49946
g1049	0	0	0	0	0	0	1.960296	0	51.7606	0	593.28811
g1050	805.71831	829.571243	489.196696	2963.23379	103.25979	635.815327	1619.98164	5847.70417	3287.55933	1075.19838	7892.41758
g1051	69.29847	112.595729	132.405449	504.738428	94.018669	35.156705	98.424678	837.497353	1529.53307	171.997412	270.986634
g1052	18.579527	0	0	34.98192	0	0	25.069093	109.731043	369.581167	37.549983	505.516364
g1053	0	0	0	0	0	0	0	0	4.918682	0	429.678661
g1054	32.187331	0	0	6.060298	0	0	8.143108	9.832706	714.32612	0	1165.83586
g1055	24.110458	0	125.636618	268.247147	0	25.353162	24.029244	224.866456	878.510398	9.844085	1922.92423
g1056	145.132078	44.41301	11.43494	3259.37269	77.13753	46.150857	40.376218	2057.56289	464.203421	33.598837	470.394188
g1057	0	0	3.106224	64.280442	0	0	49.35567	104.293675	2021.18357	0	1564.10935
g1058	59.986933	302.708147	121.777712	462.36714	862.373426	683.02499	300.361498	222.38191	918.31355	282.042175	470.065396
g1059	8.286883	4.919713	0	35.10611	16.432056	79.878393	6.988359	10.54795	73.809596	13.956774	700.501072
g1060	49.761448	141.380104	47.538472	900.111349	35.239981	239.828682	119.897172	4261.79676	635.802728	191.561744	1594.89878
g1061	7.288364	0	0	0	0	0	0	3.710795	37.867661	0	693.185183
g1062	92.420125	25.535812	75.519751	835.03167	46.103099	270.616746	30.391007	124.591489	854.230337	72.442759	1667.27589
g1063	4.22526	12.54215	0	0	0	0	0	5.378118	34.497413	0	865.121183
g1064	0	0	2.513734	9.908457	0	0	1.109484	6.028599	65.426282	2.954402	653.021477
g1065	12.839523	0	36.797844	39.283597	0	0	8.120713	67.005372	152.478728	0	2114.37377
g1066	2.620984	1.556012	0	0	0	0	0	0.667223	7.781525	1.471421	875.627674
g1067	58.043305	0	0	88.794177	0	111.897463	15.296291	168.077815	80.778127	36.658715	472.304522
g1068	53.478701	0	0	93.978089	0	51.548848	3.006586	125.249365	52.92489	32.024485	478.275648
g1069	284.359981	17.627511	8.727932	422.513576	11.322435	85.311768	13.482833	378.51838	73.744351	614.196332	3265.31332
g1070	29.307329	0	0	39.563341	0	3.198083	9.326407	168.359804	68.952502	23.593184	789.355325
g1071	69.319726	25.475893	28.381299	136.731699	3.272715	1.59091	20.877707	418.479074	134.753672	33.356665	1363.3715
g1072	8.664873	0	5.518527	21.752537	11.454381	8.352189	7.307119	21.322877	250.822899	0	1005.41539
g1073	6.519188	0	0	0	0	0	16.492964	10.510725	604.844683	0	962.560098
g1074	27.200113	78.945868	0	17.070979	0	20.392213	35.681263	26.158569	44.86406	74.654065	1411.7313
g1075	97.121272	6.70447	8.63094	17.010414	0	5.442821	11.428287	17.824381	243.082831	15.849972	1865.55199
g1076	50.513897	0	11.35466	0	0	0	17.540581	0	17.643807	3.336296	672.019349
g1077	2.681381	0	112.710262	20.194241	0	5.16924	11.306093	0	23.882522	3.010656	670.067046
g1078	42.958496	25.503371	0	1219.02461	12.168911	26.619608	9.056764	1570.86898	111.598277	6.890546	563.092225
g1079	0	0	0	36.574872	0	0	2.340237	9.890328	280.127067	0	1626.08034
g1080	12.789124	0	0	0	0	0	9.244384	2.790621	37.97005	12.308258	531.03548
g1081	0	10.943094	7.043748	86.764203	579.324046	417.539498	327.988052	21.58521	73.879802	18.626732	848.660595
g1082	0	0	5.602128	27.602589	0	0	0	2.985642	56.582815	0	4634.26019
g1083	89.953386	90.898804	7.313611	288.282731	0	14.758688	58.104014	513.531545	613.682557	111.744351	290.323585
g1084	21.056234	268.761881	6.705199	2890.78956	62.628592	175.902047	121.338123	758.479741	242.24385	43.343572	1076.15507
g1085	3.432742	12.22759	0	0	0	0	14.474217	0	101.91579	34.688554	615.180986
g1086	70.903666	31.93316	9.342926	115.085255	9.696196	37.707591	8.247354	32.365394	210.508219	32.942345	881.365501
g1087	14.750678	0	0	7.574422	0	0	27.705714	6.144671	699.705017	0	1077.49732
g1088	0	3.26628	0	2682.95664	92.730912	190.917403	0	3414.64426	0	0	1523.91138
g1089	13.808501	0	13.191638	71.497063	0	46.585706	20.378328	36.909884	602.136245	3.876048	3699.4602
g1090	6.504142	2.57423	28.996729	32.656356	0	4.179621	0	61.814966	93.333408	7.302853	1520.9556
g1091	325.874136	1976.84238	339.617975	1129.51296	352.459448	4227.69581	3653.73513	1308.46932	4140.45341	226.187549	2647.91476
g1092	2.064392	29.413853	15.777361	54.416321	0	0	3.481819	1.051064	39.838766	0	415.405356
g1093	3.91954	0	0	103.317081	0	0	56.191161	107.762019	2043.72196	8.801723	1465.84684
g1094	292.948168	17.391591	41.97921	910.088684	7.261085	14.118836	43.232745	648.809047	323.435835	111.011287	9170.98329
g1095	151.702384	8.095448	6.513503	70.604773	0	16.430112	37.373152	118.026129	55.666697	19.138371	1181.41239
g1096	125.820767	274.690735	3.87742	624.722835	12.072094	196.591535	6.845491	831.234465	97.907142	442.043435	3469.29396
g1097	3.764942	0	28.77402	134.685523	0	0	15.874948	586.565631	95.011817	4.227279	473.336271
g1098	69.118124	134.292043	79.673086	210.800494	9.061441	28.081148	145.959772	122.44062	331.553562	143.667046	1122.91498
g1099	0	0	29.673208	52.633685	0	0	15.716199	1.581427	64.552146	0	962.633881
g1100	11.676275	1.386382	4.461866	6.5953	0	0	12.800639	4.755883	27.73286	20.976203	539.391869
g1101	131.972284	176.401645	102.673268	647.238739	6.267971	83.790939	79.970808	1014.72462	557.22455	241.344686	2930.55165
g1102	6.002269	8.552148	0	15.821676	388.001818	310.111852	254.099118	24.447942	30.294567	8.08722	854.751507
g1103	74.89618	40.017569	0	289.082971	81.681377	2328.23866	6.316022	114.397827	161.21225	138.754215	1715.12158
g1104	5.536733	4.382691	0	0	0	1.778977	4.669147	1.879313	27.39698	39.372093	598.643252
g1105	0	0	0	5.42999	0	0	2.432059	5.873364	8.5623	9.714354	400.274279
g1106	16.210168	0	0	5.086807	0	0	18.226792	13.755397	591.559823	0	1036.18003
g1107	27.291163	0	1.798069	574.973381	40.120211	4156.85274	33.331689	36.174943	884.296966	73.964729	1344.3429
g1108	0	0	0	0	0	0	0	0	0	0	1463.27864
g1109	0	0	0	0.816	0.429687	0	0	0.551643	0	0	1506.40455
g1110	0	0	0	5.907741	0	0	0	0	4.657821	0	641.635517
g1111	17.086044	4.057421	29.380978	299.180616	13.551963	19.763364	7.204362	79.162548	639.164185	21.10264	400.526681
g1112	317.610401	397.873101	72.375867	274.313516	46.223083	738.68976	516.02589	493.283651	1555.02539	248.647665	1047.89152
g1113	25.945976	0	5.5082	108.559163	5.716474	22.230826	15.802465	76.325157	810.974302	38.842872	1061.54461
g1114	231.68579	325.800171	85.678364	289.475052	8.46838	10.291479	48.620274	593.607196	1680.02561	682.110141	850.554784
g1115	0	5.978324	10.822701	79.395286	2.495983	68.553161	3.184536	150.286727	67.268818	0	682.155531
g1116	225.804855	0	0	1236.2056	34.442179	10.045679	14.647851	830.409614	134.079888	3.90052	483.94835
g1117	20.575819	171.014794	14.742482	462.46566	25.499862	126.437361	2.168958	501.536751	41.998153	105.405331	926.712963
g1118	13.378964	0	25.56258	105.798801	0	23.213097	13.539035	31.334095	538.222852	6.008762	1617.60274
g1119	5.424317	4.293706	0	13.617355	0	0	5.336737	8.745492	107.362877	6.090425	3744.53975
g1120	216.515762	366.960754	93.413163	848.196592	0	104.351245	128.10647	1682.88834	894.246603	480.326439	3206.05135
g1121	6.546891	0	0	0	0	0	11.042034	14.999766	34.015239	29.403409	490.362615
g1122	191.408883	77.040411	102.276588	2116.51963	38.597753	353.367524	114.906169	618.584101	2446.49403	214.913979	3573.74276
g1123	0	0	7.357116	57.999517	0	0	51.955241	120.079357	1804.84178	2.161713	1512.23922
g1124	26.873057	0	1.711504	502.59835	24.867066	3204.67054	32.48241	42.642659	795.18351	74.42693	1374.36924
g1125	343.702756	273.231151	19.729103	3141.22238	228.15101	463.535293	36.075227	2080.38501	659.119196	776.788007	3804.99876
g1126	10.493549	12.459509	0	0	1.600589	0	19.74063	15.617068	27.559875	59.817127	1744.77442
g1127	0	0	3.900024	23.059257	0	0	6.885398	3.117764	109.083221	0	1380.36096
g1128	338.228244	323.808651	81.507418	172.11437	0	108.674269	506.217432	307.177171	1341.16422	455.031129	563.364442
g1129	6.957254	0	19.939366	72.045947	0	0	14.667695	7.084427	113.605914	0	1300.0549
g1130	0	113.244339	0	86.691597	0	3.170137	5.546946	21.768083	97.642828	48.004938	634.639235
g1131	34.153081	3.686513	0	5.84583	0	0	5.236621	0	32.263064	10.458298	519.570056
g1132	0	0	6.420867	420.767398	426.473574	0	0	10.26596	0	0	373.36882
g1133	1623.87909	12.940347	393.560438	1766.76813	73.476259	40.970394	132.346936	656.985791	765.242236	24.47372	1010.67467
g1134	73.520897	49.340646	18.322572	120.37102	0	6.162417	5.391343	683.548139	66.432618	50.247397	4793.95025
g1135	79.765539	54.119749	21.772058	350.429835	15.063528	0	67.26657	533.754988	527.203145	89.560783	277.63807
g1136	4.543513	0	0	47.050415	4.504665	0	3.831561	32.385952	35.409636	0	1521.42942
g1137	0	0	0	3.591576	0	0	0	5.827258	59.4656	0	587.906441
g1138	38.51536	0	0	122.373317	0	0	4.060018	177.10005	648.576163	8.108449	510.885079
g1139	20.352922	18.124521	14.582777	1125.67656	108.461582	502.722994	4.290923	2299.17478	45.319843	8.569601	444.554039
g1140	6.168873	0	0	58.074414	0	0	72.831267	102.861773	1895.59941	0	1394.10438
g1141	141.054061	16.046031	38.731345	3191.7251	80.391672	30.123745	41.312464	1971.2903	456.395	97.680736	439.574128
g1142	0	0	0	87.987857	0	0	48.681966	125.963348	1842.43832	0	1602.72351
g1143	1048.9337	335.059318	28.377347	1639.38674	58.900675	468.855479	18.787319	1435.8009	396.855547	737.913455	4031.43306
g1144	110.958379	25.335838	4.076984	695.043276	0	0	118.763961	3487.37497	566.996217	150.938449	987.195383
g1145	0	0	0	0	0	0	0	0	0	0	1580.60082
g1146	5.767068	0	0	0	0	2.779477	7.295084	1.468121	29.963563	22.663431	541.553983
g1147	0	0	5.09235	10.036333	0	0	0	0	15.825828	0	572.064142
g1148	54.382708	65.704103	43.750138	263.167699	0	3.678613	46.665717	441.314056	153.668936	21.424887	3096.36358
g1149	0	0	0	8.445527	0	0	1.891349	3.425673	83.233503	0	2045.13318
g1150	0	0	0	41.135616	0	0	61.414617	120.711803	2043.24265	5.451287	1346.03274
g1151	17.920372	15.958307	0	432.304636	35.534297	51.821072	7.556158	428.826625	48.216471	85.514259	1047.12993
g1152	0	0	0	0	0	0	0	2.765629	64.508577	0	828.189882
g1153	3.059567	1.816388	0	48.96524	0	0	27.091513	98.138041	1832.6262	0	1629.65346
g1154	357.000657	1394.35691	5.983377	601.413704	96.249074	70.936562	851.68277	765.318577	1415.53898	2515.80153	638.229083
g1155	0	0	0	20.141891	0	0	0	27.233165	29.996324	4.003802	722.248184
g1156	6.309856	0	4.018652	0	0	2.027385	15.963374	5.354329	18.733538	11.807848	576.607888
g1157	0	3.54918	0	84.420863	0	0	40.332348	84.465504	1548.6217	3.356233	1713.47958
g1158	106.930148	173.922523	69.968011	430.240103	17.427266	91.775926	146.996924	308.755357	537.086988	230.254389	875.187684
g1159	0	0	0	71.298957	0	6.636661	0	1.752743	66.434739	23.191847	529.313661
g1160	0	0	0	8.046327	0	0	0	4.351666	6.34394	0	526.989448
g1161	4.389382	1.737243	2.795531	0	0	0	2.467721	2.234808	21.719632	0	910.929423
g1162	156.97573	297.810866	21.190454	3050.34272	223.300306	175.981321	27.338977	2044.54061	799.12445	231.810247	2313.58455
g1163	19.835386	0	2.368661	0	0	0	2.090907	1.893559	57.049617	22.27118	1008.71318
g1164	11.130228	0	25.823028	1288.80786	214.395491	552.521799	5.363521	2153.3991	67.269975	11.604381	486.765865
g1165	0	0	0	4.237322	0	0	0	2.291655	36.748997	0	589.102908
g1166	457.250275	309.335757	15.238036	2395.06031	63.256837	247.281117	51.562901	1623.53866	294.003278	585.038134	2793.57808
g1167	0	0	0	0	0	0	0	0	0	0	1201.43506
g1168	0	0	0	4.222026	0	0	0	0	3.328759	0	1247.2285
g1169	0	0	3.78976	63.487375	0	0	40.144374	99.977326	1723.95823	0	1526.91065
g1170	0	0	0	4.912778	0	0	0	0	77.467324	5.859368	615.696058
g1171	1.288656	3.060171	0	60.657723	0	0	63.030258	127.612604	1912.96702	1.446904	1869.46042
g1172	0	0	0	6.893956	0	0	0	0	0	0	1120.28761
g1173	0	0	0	7.14388	0	0	0	0	33.794557	0	689.1014
g1174	19.224038	0	0	12.06514	0	0	0	3.262573	38.049918	39.572057	404.467383
g1175	50.289356	11.195819	0	171.618093	0	110.582669	5.30115	205.634543	23.329018	137.63322	1458.99247
g1176	8.278126	0	0	5.195409	2.735782	2.659799	13.961948	0	65.539198	6.196456	465.083491
g1177	356.981045	282.574142	135.184553	196.79521	0	189.099389	493.602721	379.061806	1713.90599	451.372158	646.592653
g1178	0	0	155.115872	1847.01222	1341.50866	140.206889	28.526387	140.364489	42.682719	0	979.1314
g1179	25.937517	37.396229	14.159326	167.436674	3.673678	26.787349	15.623716	229.215242	173.265177	33.283035	758.990255
g1180	22.479782	1.482853	2.386172	4.702822	2.476397	0	13.691371	10.809494	672.971376	2.804479	1031.85024
g1181	27.536693	2.515052	0	3.988204	0	6.125306	10.717751	5.392315	40.877295	26.161563	517.309969
g1182	30.362917	0	0	104.807874	0	0	4.267526	185.507552	518.336397	11.363832	512.627163
g1183	0	0	0	3.505972	0	0	0	1.896122	44.227235	8.362998	606.879863
g1184	0	0	0	0	0	0	2.527343	2.288802	42.264343	0	741.969222
g1185	48.987348	237.134622	143.996781	170.278887	0	76.277769	9.533356	376.039531	609.729835	173.471051	720.026884
g1186	1722.68827	1172.28362	494.369855	8884.40592	162.01981	954.964615	1010.60821	8876.62367	5703.3249	1787.06508	20953.2443
g1187	22.955415	0	7.309979	0	0	3.687839	6.452795	1.947918	11.358847	8.59145	563.250697
g1188	2.828165	2.518515	1.350912	7.987391	0	1.02229	14.608135	0.539974	10.495788	6.747862	745.295324
g1189	0	0	0	0	0	0	2.477698	5.983582	39.2534	0	1556.3569
g1190	0	0	14.246816	318.223505	229.175406	0	0	18.982022	3.689646	0	520.234336
g1191	0	0	10.498546	129.320067	0	0	27.802392	8.392764	118.272914	0	1455.33081
g1192	0	0	163.37874	30.961285	0	0	2.773473	1.674468	63.467839	0	639.729924
g1193	41.503621	4.92793	0	3.907194	0	0	1.750008	0	83.174487	9.320057	1213.11294
g1194	44.11366	6.547291	2.633937	5.191132	0	0	19.763143	0	61.392417	106.800866	1282.66856
g1195	62.641153	7.083517	0	117.942065	0	66.131199	7.546502	170.096479	110.700817	46.88901	462.744283
g1196	34.529917	3.279926	14.514445	171.636025	4.108161	0.665677	39.019735	92.297874	109.693194	18.609699	677.602904
g1197	6.458102	8.119083	0	0.715262	0	0	0.640722	4.255156	38.347341	2.559233	890.001889
g1198	82.467698	230.806639	258.860559	238.453269	55.481749	17.033944	59.610266	178.447167	413.169278	572.103389	832.763595
g1199	15.243044	25.451463	16.382359	96.862228	0	0	13.657921	435.819486	120.917231	22.463301	3641.56071
g1200	1.431	10.19458	2.734147	94.301068	222.746012	280.010122	125.503807	29.871724	14.869898	3.213454	697.728914
g1201	107.822274	295.437017	19.808763	70.272699	4.111553	297.803312	66.446593	48.562365	264.712205	710.080453	1925.71928
g1202	0	0	0	299.853541	142.415925	3.010011	0	7.949446	0	0	564.988798
g1203	18.220623	118.988347	0	62.894641	0	46.834951	46.096554	27.830521	85.651692	160.255302	1930.35868
g1204	31.783595	57.865287	0	23.937125	0	6.127328	0	482.771531	28.309007	14.274654	372.804777
g1205	0	0	0	0	0	14.40787	0	1.902561	27.735887	12.587095	462.730645
g1206	0	0	0	42.8675	0	0	38.40017	131.375291	1864.51674	0	1994.41416
g1207	5.381871	6.390161	0	0	0	0	20.423482	0	83.886671	21.149685	505.845083
g1208	0	0	0	14.045617	0	0	0	0	5.536971	0	407.993305
