Geneid	KQGRcry	MGGQcry	PL4mw	PL4snow	QTsnow1	QTsnow2	Qycry	QYice	QYmw	TGLcry	TGLmw
g35	1643.52271	0	0	0	0	0	0	0	0	0	0
g36	883.319556	43.800372	1.931028	5.708693	0	0	16.193622	3.60198	45.008863	40.851828	0
g37	1122.30951	0	0	4.33458	0	0	0	0	0	0	0
g38	1003.11094	15.211279	0	0	0	0	8.642933	0	24.722986	87.744441	7.050684
g39	1804.84847	20.454342	0	2.495012	0	0	348.101318	4.722789	21.638477	185.984275	0
g40	1474.59924	0	0	0	0	0	0	0	0	0	0
g41	2233.80484	987.950938	1.787282	3.522491	0	0	207.862192	12.144732	22.217811	19.430555	0
g42	1211.35482	0	0	0	0	0	0	0	0	0	0
g43	1954.68442	1461.58734	80.250333	218.994275	99.301012	242.914809	2501.19722	357.781098	1633.08491	322.859715	46.676108
g44	6154.86646	3680.0798	7.633771	22.567693	0	0	337.77328	8.136803	35.585949	339.814686	0
g45	1949.64822	48.607109	84.735537	1625.06048	27.058313	161.129187	281.935704	1176.75534	1990.22852	643.504933	248.184393
g46	1016.75782	0	12.655851	0	0	0	1.861967	0	6.555235	34.707114	0
g47	1220.27398	0	0	1.992678	0	0	0.892508	0	0	0	0
g48	1131.87352	0	0	0	0	0	0	0	0	0	0
g49	1435.60981	3369.13554	11.195733	66.19582	0	0	96.358254	237.923795	432.746724	302.643075	0
g50	1833.70642	321.673071	0	0	0	0	1066.17119	10.217374	93.09424	76.046419	2.588557
g51	2743.71966	49.449814	0	90.960558	3.303291	6.423093	2.809701	31.382296	39.567307	91.6526	2.865103
g52	1853.09922	55.460184	6.865017	10.147514	0	0	3.030005	24.696196	72.005153	119.010157	0.61795
g53	892.658035	0	0	0	0	0	23.897834	5.410566	15.775248	0	0
g54	1720.38197	0	0	0	0	0	1.191626	0	0	0	0
g55	4059.55994	0	0	0	0	0	0	0	0	0	0
g56	2259.08059	77.043144	0	32.149992	0	0	155.517624	31.297614	116.600411	107.364939	0
g57	2559.26074	416.58393	0	0	0	0	76.597028	3.627059	18.50658	33.994547	1.225214
g58	2274.60347	421.361664	43.279487	348.300189	22.457975	7.278079	482.331091	416.143774	493.175722	546.815645	653.841065
g59	1059.57171	0	0	0	0	0	0	0	0	0	0
g60	8141.97812	202.663538	4.141224	12.242688	4.29781	2.089222	695.937804	38.347601	208.332335	1104.85419	1.863849
g61	2581.63682	51.389773	0	0	0	0	57.452288	0	2.379605	8.999264	0
g62	1425.64147	0	0	0	0	0	2.428785	0	0	0	0
g63	1544.61774	118.83375	44.619046	169.594895	19.845497	9.647158	303.841969	49.257785	730.470059	3.745783	0
g64	1332.44568	31.844215	0	13.771764	0	0	4.112191	29.792534	94.102913	35.588139	0
g65	947.503105	35.120204	0	3.712755	0	0	8.314598	0	8.781706	11.070311	0
g66	2042.48123	8.449961	6.798739	3.349849	0	0	286.571853	3.623373	25.090549	399.529413	1.223969
g67	10905.6011	261.762278	18.182232	0	0	0	10.700097	0	4.708842	0	0
g68	5413.48438	39.805584	0	2.86914	0	0	210.751477	0	6.786321	1.710982	0
g69	7964.99085	34.419365	3.258049	3.210587	0	0	553.630645	31.688752	174.660571	710.316493	1.173085
g70	1492.18326	0	0	0	0	0	0	0	0	0	0
g71	867.430202	2.16602	0	0	0	0	0	0	0	4.096534	0
g72	4395.21413	1019.39958	0	13.304502	0	1.362253	103.090759	11.15291	45.105394	562.520643	1.215301
g73	1042.18034	0	0	0	0	0	0	0	0	0	0
g74	1470.55496	0	0	0	0	0	8.774465	0	0	0	0
g75	1768.87751	31.583091	0	0	0	0	314.44285	3.869412	29.614728	131.197564	0
g76	4984.21007	77.248629	0	5.975405	0	0	479.066064	117.955477	506.450767	349.210303	0
g77	4611.48571	188.110952	0	3.207463	0	0	228.419783	0	2.528849	19.127367	0
g78	5009.7656	0	0	6.997397	0	0	183.344277	80.891053	306.189905	10.432061	0
g79	1052.66546	3.810615	0	0	0	0	0	0	0	0	0
g80	27634.9792	17036.2442	56.799595	537.332666	11.789455	25.789543	2340.24501	391.255475	2208.7038	24002.4122	14.827062
g81	4463.89021	437.908027	12.149506	11.972515	0	0	370.006592	0	47.197258	737.172334	0
g82	15933.9515	6833.94562	0	274.44137	38.030121	0	2616.91429	91.789226	538.095274	7330.25579	1.319414
g83	2500.07595	723.53202	0	11.787634	16.552251	6.034701	77.43424	0	3.097895	309.294994	0
g84	2713.87413	2165.64083	7.011868	27.638884	0	0	278.533868	131.727817	640.117588	686.069853	2.524676
g85	1666.73508	0	0	0	0	0	0	0	0	0	0
g86	1366.79818	0	0	0	0	0	1.707594	0	0	0	0
g87	4246.66982	1023.77241	25.943788	4036.20787	1056.79692	15251.354	853.083278	1543.40357	5404.54153	2462.21674	2692.61686
g88	2473.52111	1940.87337	86.964022	220.153028	6.224294	1.512856	960.242232	520.607813	2116.67758	766.568977	2.699314
g89	1108.79279	18.034581	0	7.149514	7.529536	0	54.437784	3.866646	107.100503	42.635378	0
g90	1127.05953	0	0	0	0	0	0	0	0	0	0
g91	1611.91466	250.089206	0	0	0	0	11.743702	0	28.424584	514.031083	0
g92	857.590904	0	0	0	0	0	0	0	0	0	0
g93	1045.9617	0	0	0	0	0	0	0	0	0	0
g94	1166.64785	0	0	6.018052	0	0	0	0	0	0	0
g95	589.088773	30.60112	0	228.761896	0	0	15.524397	168.709729	46.456882	0	0
g96	2519.54346	298.077837	48.661145	4027.99002	93.787752	350.703571	687.28058	2441.48657	3435.02231	1196.9397	379.200391
g97	1612.97757	0	0	0	0	0	1.489847	0	2.622575	0	0
g98	8335.28066	688.510014	0	53.189967	0	2.86639	65.20103	150.645813	216.303517	2186.96083	8.182974
g99	1296.20972	2.433287	0	0	0	0	0	0	0	0	0
g100	1314.48256	131.65039	0	21.975006	0	0	4.921234	2.971166	25.988526	75.351247	0
g101	1086.04428	2.821694	0	0	0	0	2.004081	0	0	0	0
g102	1286.45094	55.902593	2.883242	0.568248	0.598452	0.290916	41.104119	9.680688	24.865213	156.896192	2.231985
g103	3698.55405	87.001936	0	0	0	0	156.741449	0.90992	0	8.026554	0
g104	957.711699	0	19.127419	0	0	0	2.814083	3.397972	4.953627	26.227296	0
g105	2403.94885	1708.17096	0	56.138975	0	0	274.491894	77.801186	569.866469	549.595352	0
g106	494.626294	0	0	6.489844	0	0	196.206346	5.264819	97.218579	0	0
g107	2588.07428	764.18746	7.666537	25.6865	0	0	64.291654	53.116228	91.729307	1589.45477	5.796828
g108	2412.15296	65.010377	5.811843	28.635887	0	0	194.952688	34.071495	149.01019	348.36491	0
g109	2227.95572	2.685646	0	0	0	0	0	1.151615	10.073072	25.396443	0
g110	1310.40511	466.442956	5.304516	546.246734	22.020353	0	77.261209	742.802152	764.500659	738.77893	21.964205
g111	6670.05035	37.502663	14.199625	48.974689	0	0	25.069093	0	16.548411	431.824804	0
g112	1261.53028	0	0	0	0	0	0	1.712787	4.993865	0	0
g113	1261.72824	0	0	0	0	0	0	0	0	0	0
g114	970.174337	0	0	0	0	0	0	0	0	0	0
g115	2105.81834	1824.43657	0	32.234785	11.31606	0	228.597842	119.854776	514.649068	531.832906	2.944489
g116	1064.31272	141.177526	0	65.522947	11.500954	0	36.684147	0	107.6251	3.25616	0
g117	598.618365	0	0	0	0	0	2.685197	0	0	0	0
g118	1177.75192	0	0	0	0	0	0	0	0	0	0
g119	1409.26101	666.602457	3.636207	34.040738	0	0	8.024544	69.280222	275.449102	120.730611	0.654622
g120	4720.52752	149.925718	0	0	0	0	2.730342	0	0	9.088152	0
g121	1246.49828	0	0	0	0	0	0	0	0	0	0
g122	3060.79935	2112.44571	36.911279	151.177628	26.336028	44.226096	541.182998	260.651127	720.532079	1693.25322	9.137001
g123	967.954246	21.891426	0	2.670307	0	0	52.624603	0.722086	18.948073	1.592409	0
g124	1180.78785	4.515323	0	0	0	0	9.620896	8.712838	16.935651	8.539705	0
g125	4901.22976	90.537501	0	0	0	0	0.989283	1.194548	0	7.902972	0
g126	1148.47214	0	0	0	0	0	0	0	0	0	0
g127	4119.58442	0	0	0	0	0	0	0	0	0	0
g128	1088.72922	0	0	0	0	0	0	0	0	0	0
g129	3003.28108	750.84441	21.901653	1366.89772	401.55959	4758.54367	383.446143	761.626513	2220.62677	1325.66713	1027.13254
g130	1255.87776	0	0	0	0	0	0	0	1.976997	0	0
g131	2720.32236	264.309273	196.653462	157.73496	0	0	199.834332	199.862646	246.948337	661.132662	9.879984
g132	1045.54634	0	7.211834	0	0	0	22.281557	0	56.031711	934.490057	0
g133	3307.18931	829.506772	0	30.438487	0	0	45.768626	63.496041	265.697893	1555.85766	2.383205
g134	2259.35274	0	0	0	0	0	1.971361	0	0	0	0
g135	2255.29654	312.955738	366.876768	123.504789	23.649002	9.196874	153.881898	138.447088	426.6773	206.222202	8.615004
g136	232.377351	867.15545	0	0	0	0	3.999279	0	7.039926	86.527401	0
g137	0	1423.51495	13.221858	13.029245	6.860898	11.673106	13.130364	18.497218	249.110701	730.366255	5.950786
g138	35.026701	1929.72639	127.15547	178.062302	6.945443	6.752543	160.982888	436.028575	2121.43519	4200.2299	160.24148
g139	482.906703	3678.479	183.176729	444.585152	584.390458	1689.07757	3410.60974	1276.33853	4498.8159	444.530709	523.35843
g140	3.715905	2704.6038	0	13.992768	0	0	59.539096	43.514034	369.581167	794.807972	0
g141	3.736091	1616.93841	7.13838	49.240726	0	0	173.286246	122.691364	646.1208	213.939106	1.285114
g142	0	2674.25448	0	0	0	0	55.392041	5.280413	318.179249	248.423308	0
g143	569.96404	1533.70297	30.849985	17091.2008	457.835524	2219.37346	144.331988	12274.3499	2502.32445	3100.06954	22402.1474
g144	271.253845	841.854382	0	40.453258	0	0	27.178141	68.36934	304.990517	218.622629	2.771404
g145	1024.61136	2448.02488	0	312.677238	0	6.040592	280.092357	247.274861	418.624165	2758.2273	5.388967
g146	329.057188	11322.2004	13.306131	183.572063	13.809256	23.495015	239.321194	326.207732	1057.0688	4601.70328	20.960503
g147	0	1347.14611	0	0	0	0	8.193321	0	19.230257	0	0
g148	23.597054	2640.32286	0	2.33837	0	0	62.840469	4.426282	275.623189	285.864764	0
g149	437.899036	1223.61617	12.581562	117.78363	0	23.802453	52.754551	232.171537	654.933971	665.422419	28.313035
g150	4.90704	1725.57696	18.75132	107.78924	9.730168	0	30.346251	267.325426	1626.83518	207.52929	3.375777
g151	553.613567	3197.15057	0	5.735104	12.07989	0	25.687171	3.877119	22.608549	1106.39235	0
g152	96.236661	2290.24543	3.954302	7.793393	0	0	499.157504	13.698336	67.58972	386.905057	0
g153	251.26833	2017.84887	64.876624	57.538366	0	29.456874	690.092098	79.524458	483.891103	1439.21463	1.167966
g154	0	2810.94968	0	0	0	0	75.080187	10.988901	228.282517	255.96861	0
g155	2854.78174	3531.456	0	874.013778	17.989656	78.705085	438.645159	666.692647	1452.264	4420.93851	74.895803
g156	0	3757.35904	0	0	0	0	0	0	0	0	0
g157	2.951369	1964.16329	0	0	0	0	34.844599	7.513293	170.867093	694.240677	0
g158	0	1390.58055	0	0	0	0	301.824826	9.540573	77.887186	8.415893	0
g159	1699.839	653.470892	0	3.111806	0	0	189.551131	5.04884	24.534311	7.422771	0
g160	76.942786	2603.70207	42.003171	100.028925	39.95876	35.317237	89.604659	326.455144	677.155384	3988.40271	13.86326
g161	5538.89013	2326.9995	36.354883	100.310769	0	0	460.517799	312.910345	901.034871	1728.34979	3.926954
g162	57.523771	3341.04806	12.212007	36.102317	0	0	99.715012	71.59198	441.192542	2230.07029	0
g163	1406.21116	6452.70586	29.594788	99.989688	0	4.265826	780.001157	217.998151	2087.47322	16215.0355	3.044522
g164	9.442932	1262.75822	0	8.889675	0	0	435.988446	4.807771	134.920514	42.410115	0
g165	172.76627	1435.93743	0	43.371723	0	0	113.317886	164.196003	1065.75755	1002.24056	5.282391
g166	885.083815	1278.18694	7.242354	28.547395	0	0	15.98275	7.719592	112.53766	2649.35067	0
g167	0	2929.25947	0	0	0	0	11.215519	6.771303	78.970661	257.588863	0
g168	19.718074	1845.21141	1.752299	0	1.818556	0	1.546821	0	10.891467	127.173192	0.315464
g169	10.356376	2028.94489	0	0	0	0	0	0	10.249128	15.504191	0
g170	3.735728	1401.65427	7.137687	0	0	0	28.353181	3.804014	55.455633	289.418952	0
g171	0	637.604819	0	0	0	0	0	0	0	0	0
g172	211.081624	1303.26368	0	46.366701	0	6.782148	20.767355	165.682929	577.074423	341.678664	1.210106
g173	43.7568	2135.7055	0	17.654188	6.197524	0	15.814401	20.68701	155.42923	422.870257	0
g174	0	3055.76054	7.05489	27.808464	0	3.559149	18.682855	0	21.924938	41.458215	0
g175	0	1484.6454	0	16.292411	0	0	284.593487	16.15417	134.876423	16.193014	0
g176	0	2315.12542	0	0	0	0	30.281693	5.484718	218.549794	229.812477	0
g177	656.145479	8704.91254	7.246633	357.053279	82.727028	1158.91454	1284.17309	969.381236	5714.66072	2331.52854	187.210417
g178	2615.42861	2938.09618	0	1458.19119	5.03508	188.466638	639.195869	1409.83461	2664.98906	4258.07638	203.509946
g179	95.052716	1356.58658	0	7.158689	22.617598	6833.21397	81.761468	23.229648	440.239994	2207.07778	6.539109
g180	447.371521	2108.06326	0	61.259665	5.865076	4.276636	195.182679	88.097923	384.194704	359.503755	2.034825
g181	81.173833	2887.59568	6.203807	103.928331	12.876764	0	287.507596	195.898563	910.978696	109.370419	8.934908
g182	643.432191	746.05554	0	0	0	0	50.919293	1.921389	0	0	0
g183	3.047463	1137.08319	0	0	0	0	21.844461	1.93948	106.310624	189.903947	0
g184	1755.39176	3263.42259	5.802677	91.490328	6.022085	0	295.809542	37.110287	304.312898	1229.28919	2.089297
g185	410.588566	1234.30022	0	11.581493	0	0	5.187278	25.054309	9.13116	51.798767	5.289561
g186	3.775275	1335.80613	0	99.51434	0	54.585591	19.102221	117.250671	481.967183	93.255381	0
g187	605.821071	1350.42387	0	0	0	0	89.164959	6.547234	10.605201	86.631304	0
g188	0	721.28007	6.538969	0	0	0	0	0	5.080394	46.111673	0
g189	405.062824	1034.49855	36.506377	12245.7407	394.022083	1661.23539	80.563905	8807.72748	1715.98019	2595.81938	18298.9691
g190	0	858.453359	0	0	0	0	90.327167	2.27227	115.939544	87.692771	0
g191	0	1306.96247	2.873133	0	0	0	2.536223	1.53123	17.858043	57.405699	0
g192	11.366493	2916.8225	5.429361	8.025401	0	0	19.170809	1.446783	164.51347	1067.24759	0
g193	66.322631	2385.11389	0	75.680986	3.985185	0	110.16538	90.558231	517.627872	74.467079	0.691308
g194	2580.12973	1381.17812	5.570324	71.359305	0	0	22.127113	34.139956	631.860926	7613.95944	25.070463
g195	30.557641	1555.61629	4.865425	0	0	0	17.17958	0	52.92209	278.769832	0
g196	38.483668	1864.02839	0	25.573359	0	370.949313	51.543663	9.220498	235.231755	630.350052	3.893334
g197	692.827612	3662.4344	3.728885	7.349128	0	0	46.905706	24.841264	55.045372	133.668553	0
g198	954.92629	3530.97405	50.681512	33.295464	0	0	45.981226	173.318004	369.702102	337.541819	0
g199	351.422778	1669.04643	145.847222	759.288979	17.135313	61.084478	129.959442	1485.64955	6101.89065	3716.14525	1198.39509
g200	20.594876	2775.451	0	0	0	0	24.811049	1.497952	0	23.123936	0
g201	0	1215.8182	0	21.703169	0	0	333.744495	17.606469	387.857498	405.530326	0
g202	10.927377	3103.0951	6.959481	6.858097	0	0	76.792472	0.92726	16.221324	482.591027	0
g203	22.774993	2296.86913	0	42.881231	0	0	189.661569	91.315746	363.443655	0	0
g204	2.314208	1715.98432	0	0	0	0	7.806319	0	3.435364	656.094369	0
g205	272.010561	2431.20312	0	304.774677	19.854096	70.776478	215.314645	225.154634	678.76446	331.645419	27.552656
g206	39.429406	1085.29111	6.848725	53.99164	0	0	235.779546	111.325392	282.016025	104.641383	0
g207	2.822879	3239.46009	10.787094	31.889851	2.798743	0	107.124485	40.242703	425.332597	925.502682	0
g208	0	2201.47922	2.50979	0	0	0	3.32323	0	32.174329	81.118601	0
g209	306.861653	3189.75121	5.37896	34.453906	8.37352	0	80.126077	37.6255	362.540039	1141.89601	0
g210	0	1471.24699	2.796806	11.024251	0	0	34.56385	8.198033	117.339501	0	0
g211	5498.88972	16497.3643	909.214578	3586.98849	491.454878	4809.90775	4502.07399	13280.0786	9183.28162	16299.9198	16172.3955
g212	191.562647	2047.06606	0	0	25.536099	0	43.440801	1.639195	28.675796	811.545331	0
g213	0	586.102113	0	6.03508	0	0	0	0	23.791095	129.562441	0
g214	0	1224.28159	3.665275	0	0	0	351.858114	8.30195	125.298935	15.077348	0
g215	53.350653	1427.54426	0	50.224859	0	0	115.690628	20.372196	322.44595	34.229792	0
g216	0	2580.42471	0	0	0	0	8.387745	0	4.921646	895.277422	1.140418
g217	51.373961	2328.72037	0	51.20892	0	0	160.553085	46.158558	394.772752	6.786201	0
g218	495.501208	1062.66383	32.758883	13890.7983	438.568347	2198.04525	128.682906	11569.929	2486.63367	2629.66333	22232.5489
g219	23.230012	1130.86774	6.340648	0	0	0	36.381343	0	0	7.452191	0
g220	7.6678	1275.74811	3.66263	3.609273	3.801119	0	45.263987	22.935886	93.906382	4.304705	0
g221	0	3095.0132	0	0	0	0	0	0	0	687.358131	0
g222	0	2637.67902	6.124807	12.071165	0	0	45.956092	9.792606	252.20659	707.25385	1.102641
g223	0	712.507967	0	4.933836	0	0	39.777017	2.668349	62.239497	58.844827	0
g224	16.034705	2777.76035	0	0	0	0	51.384074	3.265561	261.832781	288.060374	0
g225	1040.26026	1357.35823	0	1339.20026	14.577608	209.047845	297.584826	1150.97937	2100.8095	1269.12169	176.381833
g226	2.347353	3040.75612	224.249009	419.866193	0	0	496.862269	1170.03233	2674.40437	436.193201	0.807425
g227	1685.04702	2019.58475	0	31.543793	0	5.099654	162.103282	144.558643	225.1387	2476.09671	13.345292
g228	5795.9114	2174.34235	14.080083	20.812452	0	3.551658	302.957431	9.379936	51.962136	1718.96336	1.26741
g229	129.398535	1226.43467	4.337472	19.234283	2.250739	0	85.191937	23.405417	307.508941	80.928373	0
g230	361.333304	890.944959	26.460679	11250.2666	307.066123	1429.5834	97.678257	8143.35624	1616.63722	1904.12856	14558.6813
g231	0	1132.41233	0	89.910138	0	0	76.065911	210.711688	232.35368	59.574409	8.212847
g232	13.238931	1681.95828	0	130.864307	13.125735	3.190296	122.808828	190.418101	282.508258	1215.1874	14.799954
g233	78.588306	2566.42457	53.062334	114.591523	53.897028	26.200057	64.778907	367.933723	705.233125	3777.69005	25.406238
g234	1886.18927	6800.47258	98.255092	321.593126	58.268724	51.339417	1251.44038	929.008207	2277.88424	2978.75611	6.317408
g235	0	2696.05158	4.195767	0	0	0	62.96396	4.472249	221.670766	172.595613	0
g236	2.722415	3856.32144	0	0	0	0	0	0	0	0	0
g237	1.859433	3630.72098	0	0	0	0	0	0	0	0	0
g238	1.828058	3167.90874	0	0	0	0	20.811711	0	0	741.994899	0
g239	18.519968	1762.83872	0	0	0	0	3.123591	0	3.665636	86.642618	0
g240	0	1482.77397	0	0	0	0	331.693288	5.562718	144.347937	7.360444	0
g241	273.280811	1749.55997	4.704011	23.177423	0	2.373145	18.685841	7.520977	29.237923	113.337229	0
g242	1034.02081	2564.62068	36.586236	144.213028	7.593923	0	293.894113	156.963347	713.4764	5448.09542	6.586574
g243	2145.75158	10851.114	4.806319	118.407552	49.880536	9.699035	685.199299	81.328168	360.35296	2138.10419	0
g244	0	3488.83643	4.436313	0	0	0	0	0	0	0	0
g245	930.483253	1943.27957	0	17.87687	11.766931	20.592217	283.24543	71.303584	218.466351	758.241133	1.632964
g246	0	0	2051.40411	154.314486	0	0	0	0	0	0	0
g247	0	0	1461.43448	102.057496	13.93288	0	0	0	0	0	0
g248	0	0	1880.86682	1530.24646	0	0	0	0	0	0	0
g249	0	0	2174.73111	1430.89812	0	0	13.290352	6.240867	98.77885	0	0
g250	0	0	1158.49402	57.080869	0	0	0	0	0	0	0
g251	0	3.190845	4564.04658	208.718095	235.132458	45.655637	0	0.342061	0	0	1.617668
g252	0	0	7384.83667	341.84137	85.770757	0	0	0	0	0	0
g253	0	0	6748.30174	13696.7807	0	0	0	0	0	0	0
g254	0	0	2302.33369	75.494881	1.039316	0.505225	0	0.26686	0	0	0
g255	3.324589	0	2731.42068	68.855652	0	0	0	0	0	0	0
g256	0	3.773615	24183.3867	1147.92148	763.594839	12.253982	0.893392	8.630078	0	0	2.368619
g257	0	11.089635	3543.25954	235.446497	472.25829	19.506032	0.875145	7.132911	1.540517	0	9.459456
g258	0	0	2589.74114	2193.36898	0	0	0	0	0	0	0
g259	25.403816	18.852003	242043.442	144.987211	0	0	21.423131	0	0	8.913567	0
g260	0	0	6938.70318	446.715729	0	0	0	0	0	0	0
g261	0	0	1810.62683	88.629416	0	0	0	0	0	0	0
g262	0	0	5391.79502	266.650029	157.498858	15.167998	1.263819	3.815116	0	0	2.31973
g263	0	0	8278.10005	485.735956	0	0	0	0	0	0	0
g264	0	0	6510.42537	404.430619	0	0	0	0	0	0	0
g265	0	0	1286.2033	41.277635	0	0	0	0	0	0	0
g266	0	2.121047	23686.0478	1250.07013	3039.2034	63.136619	3.012907	112.173198	0	0	21.30139
g267	24.524266	3.639859	5482.31641	236.645842	0	0	0	0	0	0	0
g268	0	0	3948.34962	979.66562	0	0	0	0	0	0	0
g269	0	9.251707	45136.8128	2423.119	4045.47003	33.798232	0	74.053737	0	0	4.467002
g270	13.412197	86.260222	2385.36079	136.785806	8.865013	0	6.597824	10.243021	31.524098	52.707274	0
g271	0	0	1985.29696	1492.70865	0	0	0	0	0	0	0
g272	0	0	3806.75772	172.078066	0	0	0	0	0	0	0
g273	0	0	2008.16567	106.393077	52.289184	0	0	0	0	0	0
g274	0	8.728992	39660.2612	1908.79293	2546.70811	15.590009	0	9.731858	0	0	6.827684
g275	0	0	6438.6013	274.73844	0	0	0	0	0	0	0.377383
g276	0	0	5490.05467	5528.77379	0	0	0	0	0	0	0
g277	0	0	1591.82419	57.375088	0	0	0	0	0	0	0
g278	0	1.210012	19221.9952	962.256887	400.10778	15.716984	0	7.78286	0	0	0
g279	0	0	7002.39014	7123.4738	0	0	0	0	0	0	0
g280	0	0	1893.47669	1302.60455	0	0	0	0	0	0	0
g281	0	0	4432.96535	344.419478	994.475459	2.93877	0	8.537427	0	0	12.584408
g282	0	0	2549.03579	188.089286	0	0	0	0	0	0	0
g283	0	0	5696.76842	268.031905	15.682154	10.164403	0	2.684421	0	0	0
g284	0	1.39508	8232.5326	405.206148	830.190481	1.69883	0.330281	4.586317	0.581393	0	22.56515
g285	0	0	2359.97374	132.096534	0	0	0	0	0	0	0
g286	0	1.33364	4058.74063	183.458828	330.183638	71.727244	0	0.857804	0	0	9.755412
g287	0	0	5932.57983	684.150857	5.202281	2.528898	0	11.354	0	0	3.384141
g288	1.612939	5.745365	1560.91585	57.700611	7.995738	7.773667	6.120886	4.927265	31.126591	0	4.438456
g289	0	0	7756.87551	317.742574	235.763267	3.697021	0	4.393728	2.846781	0	0.659641
g290	0	0	3937.27555	3394.92853	0	0	0	0	0	0	0
g291	2.510234	0.993508	21431.7788	1077.60122	2075.63507	23.38994	0	16.401765	2.484239	0	5.180713
g292	0	0	1827.84567	84.668836	14.079361	1.82511	0	0	0	0	0
g293	0	0	2313.66755	107.492035	0	0	0	0	0	0	0
g294	0	0	2400.61873	1788.15091	0	0	0	0	0	0	0
g295	0	0	1621.62283	64.668774	10.753603	0	0	0	5.36701	0	0
g296	0	0	7187.72557	447.665589	0	0	0	0	0	0	0
g297	0	0	2031.51232	64.99733	17.113043	0	0	2.63642	2.562282	0	6.530904
g298	0	0	6525.45932	505.839505	0	0	0	0	0	0	0
g299	0	0	1957.16901	1876.61434	0	0	0	0	0	0	0
g300	0	0	3225.14938	269.90796	568.509076	3.454497	0	18.246668	0	0	0
g301	0	0	720.032896	518.651188	0	0	0	0	0	0	0
g302	0	16.640112	1208.30662	125.337296	0	0	0	28.541354	49.409643	3.933873	3.615456
g303	0	0	3479.44678	146.737193	0	0	0	0	0	0	0
g304	0	0	8267.91976	410.134259	0	0	0	0	0	0	0
g305	0	0	2114.69271	1773.24495	0	0	0	0	0	0	0
g306	0	0	0	4568.56519	0	0	0	0	0	0	0
g307	0	0	0	2360.52975	6.737128	0	0	0	0	0	0
g308	17.52051	31.061963	5.961416	1590.65327	120.405159	8.09711	21.25187	18.940543	37.409641	40.421992	0
g309	0	0	4107.24797	4130.24972	0	0	0	0	0	0	0
g310	1555.70942	557.808934	58.859872	1740.07249	53.449772	18.559028	1526.26151	2520.32211	688.818073	795.550062	372.863255
g311	0	0	2621.23643	2442.12861	0	0	0	0	0	0	0
g312	0	0	0	2996.69349	0	0	0	0	0	0	0
g313	3.489342	20.715342	46.668498	2207.45489	69.19015	6.726849	19.126738	212.299189	93.236605	23.507011	874.974056
g314	0	127.117051	21.344742	1661.66997	2549.30517	786.982645	1.570151	4378.67046	13.819675	0	477.131171
g315	0	0	0	1780.06426	0	0	0	0	0	0	0
g316	0	0	1800.95591	1388.14736	0	0	0	0	0	0	0
g317	2.353377	0	26.97894	39387.0368	13.999527	13.61071	3.969222	0	0	0	2.428492
g318	0	0	1844.34975	2085.56028	0	0	0	0	0	0	0
g319	0	0	1.77641	3700.62375	5.530736	0	0	1.4201	1.380166	0	0
g320	0	0	0	1539.42665	15585.5041	11932.8292	0	5.336939	0	0	16.826208
g321	0	0	13672.0436	8339.71491	12556.6721	27064.2633	0	9.013465	0	0	43.844133
g322	0	0	0	2722.26951	177.186	0	0	3.791267	0	0	0
g323	0	0	1674.02851	1971.07923	0	0	0	0	0	0	0
g324	2.458061	0	37.572049	2448.25889	14.622265	4.738717	12.437352	41.299375	10.946728	0	203.344223
g325	11.474858	3.406166	57.55179	2236.12794	5.688372	2.765193	16.934382	62.80477	402.429216	3.220994	56.245302
g326	77.41781	30.640662	24.653117	25845.7547	466.931526	194.333543	5.44056	19.708235	23.942529	21.731188	59.916643
g327	0	0	2062.87103	2140.07898	0	0	0	0	0	0	0
g328	0	0	1327.12276	2050.04852	0	0	0	0	0	0	0
g329	8964.92506	7170.4708	15.836609	852.082433	95.325409	68.709462	883.509121	146.013475	730.864388	8223.15104	3.421254
g330	2538.10577	1786.92775	0	888.38752	118.255351	86.22823	269.213325	31.256913	255.174711	1902.48345	2.413377
g331	2.600983	0	49.69581	2144.96719	5.157488	15.042739	15.353931	88.063524	389.968299	5.84077	39.365367
g332	0	0	0	1320.32825	0	12.009166	0	451.276695	0	0	4.897684
g333	0	0	26.791501	1923.98811	1226.87481	3.379037	0	30.341749	0	0	171.225033
g334	0	0	540.50889	1655.48683	0	0	0	0	0	0	0
g335	0	0	2584.37152	2970.24811	0	0	0	0	4.393665	0	0
g336	3.195677	5.059179	4.070556	3718.43582	4.22447	0	12.57632	714.815301	28.463248	4.784143	30.961526
g337	6.141821	1.823122	11.7349	2023.69099	12.178614	0	10.35884	25.798115	27.351981	1.72401	135.735788
g338	64.19587	153.47242	52.448922	2326.63263	239.158343	109.799248	144.182018	128.427594	278.830826	155.564767	66.021848
g339	0	0	1708.1749	2357.74043	0	0	0	0	0	0	0
g340	0	0	0	1758.59631	0	0	0	0	0	0	0
g341	0	0	0	2304.07315	2.994808	0	0	0	0	0	0
g342	13.499425	10.685689	21.493951	1820.13951	105.584902	10.120662	24.033131	54.221056	56.778423	45.471482	18.573739
g343	0	0	2476.57156	2897.72881	0	0	0	0	0	0	0
g344	0	194.638794	11.493878	1877.35714	29.821198	194.252804	0	3927.29876	8.930068	0	313.488117
g345	47.497387	80.238199	55.33604	3625.87605	377.495883	56.950055	112.999899	113.246278	252.797958	45.959262	165.370494
