seqID	length
seq24952	1144
seq24953	1145
seq24954	1144
seq24955	1106
seq24956	1143
seq24957	1122
seq24958	1155
seq24959	1145
seq24960	1118
seq24961	1147
seq24962	1139
seq24963	1107
seq24964	1142
seq24965	1144
seq24966	1142
seq24967	1139
seq24968	1139
seq24969	1142
seq24970	1139
seq24971	1090
seq24972	1143
seq24973	1115
seq24974	1142
seq24975	1144
seq24976	1140
seq24977	1143
seq24978	1135
seq24979	1141
seq24980	1140
seq24981	1138
seq24982	1154
seq24983	1152
seq24984	1162
seq24985	1140
seq24986	1050
seq24987	1134
seq24988	1140
seq24989	1127
seq24990	1221
seq24991	1137
seq24992	1139
seq24993	1112
seq24994	1137
seq24995	1138
seq24996	1137
seq24997	1138
seq24998	1110
seq24999	1137
seq25000	1132
seq25001	1138
seq25002	1135
seq25003	1135
seq25004	1126
seq25005	1138
seq25006	1134
seq25007	1148
seq25008	1132
seq25009	1135
seq25010	1151
seq25011	1121
seq25012	1131
seq25013	1104
seq25014	1126
seq25015	1133
seq25016	1132
seq25017	1133
seq25018	1133
seq25019	1137
seq25020	1130
seq25021	1130
seq25022	1158
seq25023	1129
seq25024	1140
seq25025	1087
seq25026	1119
seq25027	1129
seq25028	1142
seq25029	1128
seq25030	1123
seq25031	1112
seq25032	1127
seq25033	1127
seq25034	1140
seq25035	1133
seq25036	1127
seq25037	1126
seq25038	1043
seq25039	1128
seq25040	1128
seq25041	1127
seq25042	1143
seq25043	1130
seq25044	1125
seq25045	1130
seq25046	1111
seq25047	1135
seq25048	1112
seq25049	1128
seq25050	1125
seq25051	1161
seq25052	1124
seq25053	1122
seq25054	1124
seq25055	1080
seq25056	1124
seq25057	1053
seq25058	1124
seq25059	1124
seq25060	1137
seq25061	1127
seq25062	1157
seq25063	1126
seq25064	1103
seq25065	1120
seq25066	1111
seq25067	1120
seq25068	987
seq25069	1142
seq25070	1159
seq25071	1116
seq25072	1110
seq25073	1127
seq25074	1105
seq25075	1092
seq25076	1117
seq25077	1027
seq25078	1117
seq25079	1120
seq25080	1096
seq25081	1074
seq25082	1092
seq25083	1100
seq25084	1116
seq25085	1097
seq25086	1103
seq25087	1114
seq25088	1115
seq25089	1116
seq25090	1088
seq25091	1049
seq25092	1120
seq25093	1006
seq25094	1084
seq25095	1168
seq25096	1110
seq25097	1151
seq25098	1119
seq25099	1108
seq25100	1111
seq25101	1123
seq25102	1110
seq25103	1121
seq25104	1082
seq25105	1092
seq25106	1103
seq25107	1114
seq25108	1069
seq25109	1107
seq25110	1037
seq25111	1117
seq25112	1087
seq25113	1111
seq25114	1106
seq25115	1084
seq25116	1115
seq25117	1090
seq25118	1111
seq25119	1123
seq25120	1104
seq25121	1106
seq25122	1105
seq25123	1115
seq25124	1128
seq25125	1102
seq25126	1105
seq25127	1031
seq25128	1061
seq25129	1090
seq25130	1101
seq25131	1108
seq25132	1104
seq25133	1104
seq25134	1066
seq25135	1107
seq25136	1103
seq25137	1103
seq25138	1103
seq25139	1103
seq25140	1107
seq25141	1063
seq25142	1103
seq25143	1122
seq25144	1088
seq25145	1107
seq25146	1103
seq25147	1084
seq25148	1104
seq25149	1104
seq25150	1101
seq25151	1103
seq25152	1086
seq25153	1104
seq25154	1104
seq25155	1041
seq25156	1035
seq25157	1099
seq25158	1086
seq25159	1097
seq25160	1095
seq25161	1093
seq25162	1097
seq25163	1102
seq25164	1096
seq25165	1098
seq25166	1101
seq25167	1096
seq25168	1092
seq25169	1075
seq25170	1097
seq25171	1095
seq25172	1098
seq25173	1094
seq25174	1090
seq25175	1008
seq25176	1093
seq25177	1074
seq25178	1094
seq25179	1092
seq25180	1099
seq25181	1097
seq25182	979
seq25183	1091
seq25184	1085
seq25185	1056
seq25186	1092
seq25187	1090
seq25188	1092
seq25189	1127
seq25190	1090
seq25191	1093
seq25192	1074
seq25193	1090
seq25194	1089
seq25195	1014
seq25196	1050
seq25197	1088
seq25198	1091
seq25199	1088
seq25200	1094
seq25201	1088
seq25202	1081
seq25203	1087
seq25204	1028
seq25205	1107
seq25206	1080
seq25207	1088
seq25208	1090
seq25209	1056
seq25210	1114
seq25211	1093
seq25212	1084
seq25213	1087
seq25214	1088
seq25215	1071
seq25216	1105
seq25217	1084
seq25218	1085
seq25219	1079
seq25220	1008
seq25221	1076
seq25222	1048
seq25223	1081
seq25224	1101
seq25225	1076
seq25226	1085
seq25227	1023
seq25228	1095
seq25229	1082
seq25230	1057
seq25231	1081
seq25232	1050
seq25233	1091
seq25234	1102
seq25235	1081
seq25236	1084
seq25237	1080
seq25238	1081
seq25239	1096
seq25240	1078
seq25241	1081
seq25242	1063
seq25243	1090
seq25244	1086
seq25245	1078
seq25246	1081
seq25247	1081
seq25248	1078
seq25249	1093
seq25250	1010
seq25251	1053
seq25252	1061
seq25253	1076
seq25254	1078
seq25255	1043
seq25256	1047
seq25257	1105
seq25258	1063
seq25259	1075
seq25260	1075
seq25261	1085
seq25262	1075
seq25263	1076
seq25264	1074
seq25265	1076
seq25266	1077
seq25267	1017
seq25268	1121
seq25269	1077
seq25270	1069
seq25271	1065
seq25272	1065
seq25273	1069
seq25274	1085
seq25275	1046
seq25276	1072
seq25277	1067
seq25278	1086
seq25279	1071
seq25280	1072
seq25281	1055
seq25282	1070
seq25283	1052
seq25284	1082
seq25285	1015
seq25286	1098
seq25287	1065
seq25288	1069
seq25289	1049
seq25290	1078
seq25291	1069
seq25292	1069
seq25293	1070
seq25294	1072
seq25295	1071
seq25296	1080
seq25297	1067
seq25298	1094
seq25299	1067
seq25300	1072
seq25301	1068
seq25302	1083
seq25303	1070
seq25304	1067
seq25305	1061
seq25306	1066
seq25307	1066
seq25308	1066
seq25309	1066
seq25310	1066
seq25311	1070
seq25312	1017
seq25313	1069
seq25314	1069
seq25315	1065
seq25316	1064
seq25317	1063
seq25318	1065
seq25319	1091
seq25320	1063
seq25321	1064
seq25322	1080
seq25323	1062
seq25324	1062
seq25325	1083
seq25326	1066
seq25327	1074
seq25328	1027
seq25329	1017
seq25330	1075
seq25331	1006
seq25332	1036
seq25333	1052
seq25334	1058
seq25335	1086
seq25336	1056
seq25337	996
seq25338	1049
seq25339	1060
seq25340	1063
seq25341	1059
seq25342	1059
seq25343	1062
seq25344	982
seq25345	1060
seq25346	1054
seq25347	1059
seq25348	1096
seq25349	1058
seq25350	1060
seq25351	1058
seq25352	1059
seq25353	1084
seq25354	1065
seq25355	1059
seq25356	993
seq25357	1058
seq25358	982
seq25359	1059
seq25360	1056
seq25361	1074
seq25362	1058
seq25363	1059
seq25364	1055
seq25365	1055
seq25366	1027
seq25367	1061
seq25368	1047
seq25369	1027
seq25370	1058
seq25371	1050
seq25372	1054
seq25373	1031
seq25374	1015
seq25375	1056
seq25376	1047
seq25377	1062
seq25378	1023
seq25379	1051
seq25380	1027
seq25381	1059
seq25382	1022
seq25383	1047
seq25384	1061
seq25385	1054
seq25386	1064
seq25387	1036
seq25388	1051
seq25389	1053
seq25390	1072
seq25391	1050
seq25392	1043
seq25393	1048
seq25394	1049
seq25395	1050
seq25396	1049
seq25397	1053
seq25398	1051
seq25399	1053
seq25400	1040
seq25401	1054
seq25402	1048
seq25403	1045
seq25404	1049
seq25405	1053
seq25406	1063
seq25407	1047
seq25408	1061
seq25409	1046
seq25410	1033
seq25411	1055
seq25412	1045
seq25413	973
seq25414	1047
seq25415	1046
seq25416	1017
seq25417	1045
seq25418	1045
seq25419	1055
seq25420	1063
seq25421	1043
seq25422	1028
seq25423	1044
seq25424	1044
seq25425	1022
seq25426	1043
seq25427	1056
seq25428	1049
seq25429	1052
seq25430	1043
seq25431	1042
seq25432	1040
seq25433	1042
seq25434	1157
seq25435	1057
seq25436	1044
seq25437	995
seq25438	1018
seq25439	1041
seq25440	1042
seq25441	1013
seq25442	1043
seq25443	1042
seq25444	1040
seq25445	1038
seq25446	1031
seq25447	1038
seq25448	1026
seq25449	1017
seq25450	1045
seq25451	1009
seq25452	1055
seq25453	1038
seq25454	1039
seq25455	1049
seq25456	1042
seq25457	1035
seq25458	971
seq25459	1036
seq25460	1032
seq25461	1007
seq25462	1037
seq25463	1039
seq25464	1029
seq25465	1025
seq25466	1017
seq25467	1029
seq25468	1034
seq25469	1074
seq25470	1030
seq25471	1034
seq25472	1041
seq25473	1033
seq25474	1035
seq25475	993
seq25476	1018
seq25477	1038
seq25478	1045
seq25479	1044
seq25480	1009
seq25481	1034
seq25482	996
seq25483	964
seq25484	1031
seq25485	1011
seq25486	1009
seq25487	1036
seq25488	1030
seq25489	1030
seq25490	1018
seq25491	1030
seq25492	1060
seq25493	1019
seq25494	1001
seq25495	1017
seq25496	1027
seq25497	1037
seq25498	1034
seq25499	1035
seq25500	1028
seq25501	1011
seq25502	997
seq25503	1032
seq25504	1047
seq25505	1026
seq25506	1029
seq25507	1032
seq25508	1040
seq25509	1027
seq25510	1044
seq25511	1049
seq25512	1007
seq25513	1028
seq25514	1030
seq25515	1023
seq25516	1025
seq25517	1031
seq25518	980
seq25519	1023
seq25520	1021
seq25521	1023
seq25522	1082
seq25523	1052
seq25524	1024
seq25525	1023
seq25526	1024
seq25527	1030
seq25528	1011
seq25529	1022
seq25530	1034
seq25531	1020
seq25532	1029
seq25533	1020
seq25534	1044
seq25535	940
seq25536	983
seq25537	1035
seq25538	1128
seq25539	1031
seq25540	1020
seq25541	1021
seq25542	1028
seq25543	1037
seq25544	1025
seq25545	1026
seq25546	1018
seq25547	1021
seq25548	1015
seq25549	999
seq25550	1024
seq25551	1017
seq25552	1002
seq25553	1022
seq25554	967
seq25555	1017
seq25556	1011
seq25557	1005
seq25558	1016
seq25559	1019
seq25560	1032
seq25561	1021
seq25562	1016
seq25563	1016
seq25564	997
seq25565	1017
seq25566	1014
seq25567	1020
seq25568	1014
seq25569	944
seq25570	1014
seq25571	1015
seq25572	986
seq25573	1011
seq25574	1022
seq25575	1013
seq25576	976
seq25577	1013
seq25578	932
seq25579	1004
seq25580	1006
seq25581	1014
seq25582	992
seq25583	1023
seq25584	1013
seq25585	979
seq25586	962
seq25587	1011
seq25588	1010
seq25589	1010
seq25590	1010
seq25591	916
seq25592	1002
seq25593	1012
seq25594	1013
seq25595	1009
seq25596	1027
seq25597	1019
seq25598	1010
seq25599	1027
seq25600	1008
seq25601	1027
seq25602	986
seq25603	1027
seq25604	982
seq25605	1007
seq25606	982
seq25607	1013
seq25608	979
seq25609	1007
seq25610	1035
seq25611	980
seq25612	1005
seq25613	1009
seq25614	1005
seq25615	1005
seq25616	1006
seq25617	1010
seq25618	1011
seq25619	1005
seq25620	1000
seq25621	1015
seq25622	1020
seq25623	998
seq25624	965
seq25625	983
seq25626	977
seq25627	1002
seq25628	1002
seq25629	1001
seq25630	1003
seq25631	1005
seq25632	995
seq25633	994
seq25634	1019
seq25635	940
seq25636	999
seq25637	1001
seq25638	970
seq25639	999
seq25640	998
seq25641	1002
seq25642	1000
seq25643	1045
seq25644	996
seq25645	997
seq25646	992
seq25647	1003
seq25648	985
seq25649	997
seq25650	986
seq25651	996
seq25652	998
seq25653	1005
seq25654	998
seq25655	974
seq25656	998
seq25657	995
seq25658	996
seq25659	986
seq25660	996
seq25661	994
seq25662	997
seq25663	995
seq25664	994
seq25665	994
seq25666	984
seq25667	995
seq25668	991
seq25669	899
seq25670	999
seq25671	993
seq25672	995
seq25673	994
seq25674	1015
seq25675	992
seq25676	962
seq25677	992
seq25678	991
seq25679	993
seq25680	974
seq25681	992
seq25682	988
seq25683	987
seq25684	983
seq25685	1001
seq25686	985
seq25687	988
seq25688	992
seq25689	988
seq25690	991
seq25691	988
seq25692	981
seq25693	997
seq25694	987
seq25695	987
seq25696	996
seq25697	988
seq25698	984
seq25699	987
seq25700	987
seq25701	953
seq25702	988
seq25703	991
seq25704	998
seq25705	980
seq25706	993
seq25707	983
seq25708	972
seq25709	991
seq25710	996
seq25711	984
seq25712	984
seq25713	1004
seq25714	1001
seq25715	915
seq25716	984
seq25717	994
seq25718	975
seq25719	988
seq25720	964
seq25721	993
seq25722	989
seq25723	926
seq25724	983
seq25725	961
seq25726	982
seq25727	982
seq25728	984
seq25729	982
seq25730	981
seq25731	983
seq25732	954
seq25733	891
seq25734	980
seq25735	980
seq25736	981
seq25737	985
seq25738	984
seq25739	980
seq25740	949
seq25741	978
seq25742	979
seq25743	978
seq25744	974
seq25745	987
seq25746	978
seq25747	934
seq25748	976
seq25749	978
seq25750	931
seq25751	957
seq25752	974
seq25753	979
seq25754	948
seq25755	977
seq25756	967
seq25757	976
seq25758	974
seq25759	995
seq25760	970
seq25761	964
seq25762	987
seq25763	955
seq25764	997
seq25765	970
seq25766	974
seq25767	970
seq25768	973
seq25769	933
seq25770	894
seq25771	953
seq25772	967
seq25773	962
seq25774	960
seq25775	944
seq25776	969
seq25777	951
seq25778	921
seq25779	973
seq25780	990
seq25781	975
seq25782	982
seq25783	1049
seq25784	986
seq25785	939
seq25786	948
seq25787	978
seq25788	1033
seq25789	969
seq25790	951
seq25791	956
seq25792	967
seq25793	972
seq25794	968
seq25795	945
seq25796	969
seq25797	958
seq25798	964
seq25799	966
seq25800	965
seq25801	969
seq25802	967
seq25803	971
seq25804	966
seq25805	968
seq25806	962
seq25807	980
seq25808	974
seq25809	949
seq25810	964
seq25811	965
seq25812	964
seq25813	915
seq25814	878
seq25815	967
seq25816	963
seq25817	964
seq25818	971
seq25819	934
seq25820	940
seq25821	920
seq25822	963
seq25823	962
seq25824	961
seq25825	962
seq25826	913
seq25827	944
seq25828	957
seq25829	961
seq25830	976
seq25831	975
seq25832	969
seq25833	956
seq25834	959
seq25835	958
seq25836	959
seq25837	967
seq25838	972
seq25839	962
seq25840	917
seq25841	958
seq25842	945
seq25843	957
seq25844	954
seq25845	988
seq25846	971
seq25847	912
seq25848	957
seq25849	961
seq25850	907
seq25851	953
seq25852	903
seq25853	967
seq25854	939
seq25855	961
seq25856	955
seq25857	968
seq25858	956
seq25859	968
seq25860	956
seq25861	961
seq25862	951
seq25863	962
seq25864	961
seq25865	952
seq25866	953
seq25867	975
seq25868	957
seq25869	959
seq25870	965
seq25871	951
seq25872	961
seq25873	955
seq25874	966
seq25875	951
seq25876	922
seq25877	869
seq25878	960
seq25879	950
seq25880	928
seq25881	959
seq25882	891
seq25883	948
seq25884	946
seq25885	947
seq25886	949
seq25887	926
seq25888	949
seq25889	950
seq25890	948
seq25891	948
seq25892	947
seq25893	918
seq25894	951
seq25895	946
seq25896	931
seq25897	912
seq25898	962
seq25899	944
seq25900	911
seq25901	970
seq25902	937
seq25903	947
seq25904	943
seq25905	944
seq25906	943
seq25907	946
seq25908	929
seq25909	946
seq25910	942
seq25911	953
seq25912	955
seq25913	961
seq25914	963
seq25915	958
seq25916	946
seq25917	941
seq25918	942
seq25919	942
seq25920	966
seq25921	940
seq25922	941
seq25923	894
seq25924	901
seq25925	903
seq25926	939
seq25927	939
seq25928	944
seq25929	939
seq25930	899
seq25931	941
seq25932	939
seq25933	943
seq25934	942
seq25935	950
seq25936	946
seq25937	987
seq25938	946
seq25939	938
seq25940	930
seq25941	938
seq25942	937
seq25943	1016
seq25944	937
seq25945	967
seq25946	920
seq25947	936
seq25948	938
seq25949	937
seq25950	943
seq25951	917
seq25952	947
seq25953	907
seq25954	943
seq25955	926
seq25956	935
seq25957	808
seq25958	934
seq25959	934
seq25960	936
seq25961	909
seq25962	934
seq25963	893
seq25964	938
seq25965	879
seq25966	934
seq25967	920
seq25968	911
seq25969	932
seq25970	850
seq25971	932
seq25972	932
seq25973	931
seq25974	931
seq25975	931
seq25976	927
seq25977	913
seq25978	930
seq25979	924
seq25980	931
seq25981	930
seq25982	934
seq25983	942
seq25984	931
seq25985	930
seq25986	944
seq25987	930
seq25988	944
seq25989	931
seq25990	895
seq25991	933
seq25992	933
seq25993	940
seq25994	928
seq25995	850
seq25996	926
seq25997	929
seq25998	953
seq25999	840
seq26000	929
seq26001	929
seq26002	926
seq26003	934
seq26004	913
seq26005	902
seq26006	924
seq26007	915
seq26008	899
seq26009	926
seq26010	927
seq26011	935
seq26012	857
seq26013	904
seq26014	926
seq26015	974
seq26016	931
seq26017	928
seq26018	915
seq26019	935
seq26020	906
seq26021	923
seq26022	923
seq26023	936
seq26024	907
seq26025	926
seq26026	877
seq26027	929
seq26028	844
seq26029	938
seq26030	921
seq26031	928
seq26032	835
seq26033	925
seq26034	928
seq26035	933
seq26036	962
seq26037	922
seq26038	921
seq26039	920
seq26040	924
seq26041	921
seq26042	921
seq26043	919
seq26044	918
seq26045	918
seq26046	900
seq26047	917
seq26048	917
seq26049	917
seq26050	915
seq26051	914
seq26052	913
seq26053	848
seq26054	920
seq26055	899
seq26056	918
seq26057	922
seq26058	914
seq26059	913
seq26060	916
seq26061	913
seq26062	901
seq26063	913
seq26064	889
seq26065	917
seq26066	909
seq26067	888
seq26068	915
seq26069	910
seq26070	852
seq26071	884
seq26072	909
seq26073	924
seq26074	877
seq26075	875
seq26076	930
seq26077	849
seq26078	890
seq26079	846
seq26080	908
seq26081	920
seq26082	906
seq26083	905
seq26084	901
seq26085	906
seq26086	903
seq26087	923
seq26088	904
seq26089	904
seq26090	900
seq26091	903
seq26092	906
seq26093	895
seq26094	903
seq26095	887
seq26096	902
seq26097	893
seq26098	837
seq26099	901
seq26100	842
seq26101	871
seq26102	906
seq26103	857
seq26104	908
seq26105	902
seq26106	901
seq26107	876
seq26108	900
seq26109	849
seq26110	908
seq26111	899
seq26112	878
seq26113	898
seq26114	902
seq26115	893
seq26116	871
seq26117	897
seq26118	908
seq26119	897
seq26120	898
seq26121	897
seq26122	876
seq26123	795
seq26124	884
seq26125	892
seq26126	896
seq26127	855
seq26128	899
seq26129	881
seq26130	899
seq26131	869
seq26132	893
seq26133	892
seq26134	864
seq26135	792
seq26136	892
seq26137	860
seq26138	886
seq26139	891
seq26140	889
seq26141	907
seq26142	873
seq26143	887
seq26144	886
seq26145	886
seq26146	886
seq26147	898
seq26148	885
seq26149	891
seq26150	869
seq26151	883
seq26152	870
seq26153	888
seq26154	888
seq26155	886
seq26156	886
seq26157	882
seq26158	882
seq26159	898
seq26160	897
seq26161	745
seq26162	881
seq26163	906
seq26164	882
seq26165	881
seq26166	864
seq26167	892
seq26168	881
seq26169	857
seq26170	869
seq26171	882
seq26172	880
seq26173	903
seq26174	909
seq26175	901
seq26176	879
seq26177	885
seq26178	871
seq26179	886
seq26180	881
seq26181	905
seq26182	881
seq26183	839
seq26184	878
seq26185	874
seq26186	881
seq26187	763
seq26188	857
seq26189	878
seq26190	876
seq26191	836
seq26192	891
seq26193	879
seq26194	878
seq26195	878
seq26196	874
seq26197	852
seq26198	762
seq26199	866
seq26200	866
seq26201	825
seq26202	874
seq26203	864
seq26204	857
seq26205	949
seq26206	880
seq26207	855
seq26208	889
seq26209	867
seq26210	835
seq26211	833
seq26212	877
seq26213	869
seq26214	871
seq26215	872
seq26216	898
seq26217	872
seq26218	874
seq26219	875
seq26220	859
seq26221	881
seq26222	872
seq26223	884
seq26224	843
seq26225	874
seq26226	870
seq26227	821
seq26228	876
seq26229	870
seq26230	819
seq26231	866
seq26232	869
seq26233	826
seq26234	849
seq26235	868
seq26236	869
seq26237	871
seq26238	883
seq26239	841
seq26240	835
seq26241	866
seq26242	868
seq26243	887
seq26244	871
seq26245	868
seq26246	854
seq26247	867
seq26248	877
seq26249	867
seq26250	819
seq26251	870
seq26252	867
seq26253	840
seq26254	866
seq26255	865
seq26256	874
seq26257	864
seq26258	869
seq26259	895
seq26260	855
seq26261	857
seq26262	864
seq26263	861
seq26264	868
seq26265	838
seq26266	848
seq26267	850
seq26268	868
seq26269	857
seq26270	819
seq26271	860
seq26272	861
seq26273	859
seq26274	869
seq26275	869
seq26276	861
seq26277	859
seq26278	859
seq26279	861
seq26280	865
seq26281	858
seq26282	867
seq26283	864
seq26284	858
seq26285	854
seq26286	851
seq26287	821
seq26288	841
seq26289	859
seq26290	860
seq26291	857
seq26292	853
seq26293	856
seq26294	849
seq26295	833
seq26296	852
seq26297	830
seq26298	857
seq26299	855
seq26300	833
seq26301	853
seq26302	856
seq26303	870
seq26304	854
seq26305	835
seq26306	850
seq26307	848
seq26308	850
seq26309	853
seq26310	852
seq26311	851
seq26312	881
seq26313	859
seq26314	861
seq26315	851
seq26316	851
seq26317	803
seq26318	852
seq26319	842
seq26320	824
seq26321	847
seq26322	850
seq26323	855
seq26324	849
seq26325	859
seq26326	865
seq26327	831
seq26328	862
seq26329	850
seq26330	814
seq26331	855
seq26332	847
seq26333	865
seq26334	818
seq26335	847
seq26336	847
seq26337	866
seq26338	845
seq26339	872
seq26340	859
seq26341	850
seq26342	847
seq26343	870
seq26344	863
seq26345	844
seq26346	856
seq26347	844
seq26348	843
seq26349	863
seq26350	844
seq26351	844
seq26352	830
seq26353	847
seq26354	846
seq26355	841
seq26356	817
seq26357	843
seq26358	839
seq26359	840
seq26360	842
seq26361	734
seq26362	833
seq26363	847
seq26364	824
seq26365	841
seq26366	820
seq26367	842
seq26368	840
seq26369	831
seq26370	849
seq26371	833
seq26372	805
seq26373	838
seq26374	839
seq26375	838
seq26376	843
seq26377	839
seq26378	838
seq26379	733
seq26380	819
seq26381	839
seq26382	842
seq26383	836
seq26384	822
seq26385	851
seq26386	836
seq26387	789
seq26388	833
seq26389	849
seq26390	835
seq26391	827
seq26392	811
seq26393	835
seq26394	838
seq26395	834
seq26396	849
seq26397	838
seq26398	834
seq26399	835
seq26400	829
seq26401	850
seq26402	845
seq26403	836
seq26404	833
seq26405	834
seq26406	809
seq26407	847
seq26408	826
seq26409	832
seq26410	844
seq26411	835
seq26412	839
seq26413	831
seq26414	695
seq26415	830
seq26416	828
seq26417	770
seq26418	829
seq26419	829
seq26420	877
seq26421	829
seq26422	820
seq26423	828
seq26424	828
seq26425	835
seq26426	824
seq26427	828
seq26428	814
seq26429	832
seq26430	827
seq26431	827
seq26432	767
seq26433	820
seq26434	754
seq26435	825
seq26436	802
seq26437	828
seq26438	827
seq26439	829
seq26440	833
seq26441	777
seq26442	824
seq26443	814
seq26444	801
seq26445	823
seq26446	803
seq26447	732
seq26448	770
seq26449	825
seq26450	821
seq26451	842
seq26452	821
seq26453	826
seq26454	839
seq26455	821
seq26456	781
seq26457	821
seq26458	820
seq26459	847
seq26460	803
seq26461	787
seq26462	825
seq26463	822
seq26464	804
seq26465	820
seq26466	751
seq26467	834
seq26468	798
seq26469	768
seq26470	814
seq26471	826
seq26472	785
seq26473	830
seq26474	769
seq26475	818
seq26476	768
seq26477	819
seq26478	817
seq26479	817
seq26480	778
seq26481	813
seq26482	843
seq26483	811
seq26484	809
seq26485	822
seq26486	816
seq26487	814
seq26488	814
seq26489	812
seq26490	742
seq26491	832
seq26492	812
seq26493	803
seq26494	811
seq26495	808
seq26496	810
seq26497	830
seq26498	809
seq26499	780
seq26500	806
seq26501	801
seq26502	838
seq26503	784
seq26504	815
seq26505	809
seq26506	825
seq26507	772
seq26508	791
seq26509	808
seq26510	851
seq26511	815
seq26512	821
seq26513	808
seq26514	811
seq26515	772
seq26516	779
seq26517	816
seq26518	807
seq26519	806
seq26520	811
seq26521	815
seq26522	744
seq26523	828
seq26524	814
seq26525	805
seq26526	779
seq26527	812
seq26528	803
seq26529	812
seq26530	805
seq26531	804
seq26532	807
seq26533	801
seq26534	738
seq26535	807
seq26536	813
seq26537	801
seq26538	801
seq26539	729
seq26540	800
seq26541	800
seq26542	815
seq26543	807
seq26544	741
seq26545	825
seq26546	798
seq26547	804
seq26548	797
seq26549	786
seq26550	799
seq26551	738
seq26552	805
seq26553	796
seq26554	797
seq26555	835
seq26556	750
seq26557	799
seq26558	797
seq26559	779
seq26560	805
seq26561	794
seq26562	794
seq26563	808
seq26564	794
seq26565	825
seq26566	810
seq26567	795
seq26568	765
seq26569	797
seq26570	796
seq26571	794
seq26572	795
seq26573	763
seq26574	799
seq26575	793
seq26576	790
seq26577	806
seq26578	792
seq26579	793
seq26580	791
seq26581	789
seq26582	796
seq26583	749
seq26584	705
seq26585	779
seq26586	790
seq26587	790
seq26588	766
seq26589	768
seq26590	804
seq26591	814
seq26592	798
seq26593	788
seq26594	785
seq26595	773
seq26596	730
seq26597	788
seq26598	787
seq26599	784
seq26600	759
seq26601	793
seq26602	788
seq26603	751
seq26604	729
seq26605	784
seq26606	789
seq26607	782
seq26608	808
seq26609	782
seq26610	770
seq26611	770
seq26612	798
seq26613	782
seq26614	804
seq26615	784
seq26616	786
seq26617	737
seq26618	779
seq26619	784
seq26620	784
seq26621	784
seq26622	783
seq26623	772
seq26624	784
seq26625	782
seq26626	784
seq26627	777
seq26628	781
seq26629	733
seq26630	791
seq26631	783
seq26632	793
seq26633	793
seq26634	773
seq26635	781
seq26636	778
seq26637	775
seq26638	778
seq26639	762
seq26640	779
seq26641	779
seq26642	766
seq26643	792
seq26644	790
seq26645	777
seq26646	779
seq26647	723
seq26648	779
seq26649	776
seq26650	776
seq26651	730
seq26652	548
seq26653	779
seq26654	775
seq26655	774
seq26656	766
seq26657	755
seq26658	773
seq26659	781
seq26660	777
seq26661	800
seq26662	737
seq26663	790
seq26664	778
seq26665	771
seq26666	791
seq26667	778
seq26668	770
seq26669	768
seq26670	790
seq26671	788
seq26672	783
seq26673	786
seq26674	786
seq26675	769
seq26676	758
seq26677	767
seq26678	755
seq26679	761
seq26680	736
seq26681	769
seq26682	770
seq26683	766
seq26684	780
seq26685	768
seq26686	765
seq26687	775
seq26688	765
seq26689	765
seq26690	774
seq26691	764
seq26692	753
seq26693	734
seq26694	737
seq26695	763
seq26696	775
seq26697	791
seq26698	774
seq26699	762
seq26700	747
seq26701	753
seq26702	765
seq26703	763
seq26704	773
seq26705	761
seq26706	761
seq26707	761
seq26708	761
seq26709	766
seq26710	761
seq26711	759
seq26712	760
seq26713	724
seq26714	747
seq26715	760
seq26716	760
seq26717	761
seq26718	708
seq26719	761
seq26720	756
seq26721	736
seq26722	754
seq26723	712
seq26724	714
seq26725	776
seq26726	759
seq26727	761
seq26728	765
seq26729	759
seq26730	769
seq26731	758
seq26732	757
seq26733	737
seq26734	759
seq26735	758
seq26736	728
seq26737	754
seq26738	760
seq26739	672
seq26740	753
seq26741	783
seq26742	753
seq26743	669
seq26744	753
seq26745	750
seq26746	745
seq26747	769
seq26748	722
seq26749	714
seq26750	755
seq26751	730
seq26752	753
seq26753	751
seq26754	676
seq26755	744
seq26756	736
seq26757	750
seq26758	708
seq26759	721
seq26760	752
seq26761	745
seq26762	738
seq26763	751
seq26764	750
seq26765	751
seq26766	751
seq26767	748
seq26768	746
seq26769	742
seq26770	748
seq26771	748
seq26772	751
seq26773	749
seq26774	749
seq26775	748
seq26776	771
seq26777	750
seq26778	747
seq26779	763
seq26780	714
seq26781	734
seq26782	676
seq26783	698
seq26784	763
seq26785	654
seq26786	747
seq26787	758
seq26788	741
seq26789	745
seq26790	767
seq26791	720
seq26792	748
seq26793	579
seq26794	747
seq26795	736
seq26796	744
seq26797	743
seq26798	743
seq26799	658
seq26800	763
seq26801	739
seq26802	746
seq26803	719
seq26804	752
seq26805	747
seq26806	741
seq26807	743
seq26808	692
seq26809	743
seq26810	740
seq26811	748
seq26812	721
seq26813	756
seq26814	740
seq26815	752
seq26816	713
seq26817	758
seq26818	738
seq26819	739
seq26820	740
seq26821	740
seq26822	739
seq26823	740
seq26824	740
seq26825	739
seq26826	704
seq26827	716
seq26828	738
seq26829	724
seq26830	720
seq26831	717
seq26832	736
seq26833	648
seq26834	681
seq26835	736
seq26836	743
seq26837	690
seq26838	741
seq26839	751
seq26840	718
seq26841	756
seq26842	709
seq26843	731
seq26844	735
seq26845	732
seq26846	731
seq26847	734
seq26848	718
seq26849	661
seq26850	733
seq26851	733
seq26852	722
seq26853	728
seq26854	743
seq26855	725
seq26856	732
